club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Amkar Perm,Evgeni Yordanov,27,Bulgaria,Centre-Forward,CF,50000.0,CSKA Sofia,Bulgaria,200000.0,in,summer,Premier Liga,2005,False,
Amkar Perm,Branko Radovanovic,24,Serbia,Centre-Forward,CF,,Zeleznik Belgr.,Serbia,0.0,in,summer,Premier Liga,2005,False,
Amkar Perm,Ildar Akhmetzyanov,21,Russia,Defensive Midfield,DM,50000.0,Neftekhimik,Russia,0.0,in,summer,Premier Liga,2005,False,
Amkar Perm,Martin Kushev,31,Bulgaria,Centre-Forward,CF,500000.0,Litex Lovech,Bulgaria,0.0,in,summer,Premier Liga,2005,False,
Amkar Perm,Branimir Subasic,23,Azerbaijan,Centre-Forward,CF,,Neftchi Baku,Azerbaijan,150000.0,out,summer,Premier Liga,2005,False,
Amkar Perm,Sergey Savochkin,29,Russia,Defensive Midfield,DM,,Nosta,Russia,,out,summer,Premier Liga,2005,False,
Amkar Perm,Evgeni Savin,21,Russia,Centre-Forward,CF,,Khimki,Russia,500000.0,in,winter,Premier Liga,2005,False,
Amkar Perm,Vitali Grishin,25,Russia,Left Midfield,LM,50000.0,Khimki,Russia,450000.0,in,winter,Premier Liga,2005,False,
Amkar Perm,Roman Vorobjov,21,Russia,Central Midfield,CM,,Met-Kuz,Russia,,in,winter,Premier Liga,2005,False,
Amkar Perm,Evgeniy Shcherbakov,19,Russia,Attacking Midfield,AM,,Dinamo Barnaul,Russia,,in,winter,Premier Liga,2005,False,
Amkar Perm,Anatoliy Didenko,23,Ukraine,Centre-Forward,CF,,Metalist,Ukraine,0.0,out,winter,Premier Liga,2005,False,
Amkar Perm,Branko Radovanovic,24,Serbia,Centre-Forward,CF,,GS Kallithea,Greece,0.0,out,winter,Premier Liga,2005,False,
Amkar Perm,Vladimir Leonchenko,33,Russia,Central Midfield,CM,50000.0,Spartak V-kavkaz,Russia,,out,winter,Premier Liga,2005,False,
Amkar Perm,Maksim Aristarkhov,25,Russia,Centre-Forward,CF,,Terek Grozny,Russia,,out,winter,Premier Liga,2005,False,
Amkar Perm,Igor Bakhtin,32,Russia,Central Midfield,CM,,Ural,Russia,,out,winter,Premier Liga,2005,False,
Amkar Perm,Maksim Povorov,28,Russia,Right-Back,RB,,Ural,Russia,,out,winter,Premier Liga,2005,False,
Amkar Perm,Dmitri Pyatibratov,29,Russia,Centre-Back,CB,,Zvezda Irkutsk,Russia,,out,winter,Premier Liga,2005,False,
Amkar Perm,Sergey Mitin,25,Russia,Central Midfield,CM,,Salyut Belgorod,Russia,,out,winter,Premier Liga,2005,False,
Amkar Perm,Konstantin Genich,27,Russia,Central Midfield,CM,,Retired,,,out,winter,Premier Liga,2005,False,
CSKA Moscow,Juris Laizans,26,Latvia,Defensive Midfield,DM,1000000.0,Torpedo Moscow,Russia,0.0,out,summer,Premier Liga,2005,True,free loan
CSKA Moscow,Vladimir Kuzmichev,25,Russia,Left Winger,LW,,Anzhi,Russia,0.0,out,summer,Premier Liga,2005,True,free loan
CSKA Moscow,Alan Kusov,23,Russia,Left Midfield,LM,,Spartak Ch.,Russia,0.0,out,summer,Premier Liga,2005,True,free loan
CSKA Moscow,Jô,18,Brazil,Centre-Forward,CF,5000000.0,Corinthians,Brazil,5000000.0,in,winter,Premier Liga,2005,False,
CSKA Moscow,Bogdan Shershun,24,Ukraine,Centre-Back,CB,50000.0,Dnipro,Ukraine,450000.0,out,winter,Premier Liga,2005,False,
CSKA Moscow,Vladimir Kuzmichev,26,Russia,Left Winger,LW,,Kuban Krasnodar,Russia,0.0,out,winter,Premier Liga,2005,False,
CSKA Moscow,Spartak Gogniev,24,Russia,Centre-Forward,CF,500000.0,Saturn,Russia,0.0,out,winter,Premier Liga,2005,True,free loan
CSKA Moscow,Sergey Pravosud,19,Russia,Centre-Forward,CF,100000.0,Shinnik,Russia,0.0,out,winter,Premier Liga,2005,True,free loan
CSKA Moscow,Juris Laizans,26,Latvia,Defensive Midfield,DM,1000000.0,Rostov,Russia,0.0,out,winter,Premier Liga,2005,True,free loan
CSKA Moscow,Aleksandr Antipenko,23,Russia,Centre-Forward,CF,,Anzhi,Russia,0.0,out,winter,Premier Liga,2005,True,free loan
CSKA Moscow,Sergey Samodin,20,Russia,Centre-Forward,CF,500000.0,Spartak NN,Russia,0.0,out,winter,Premier Liga,2005,True,free loan
CSKA Moscow,Alan Kusov,24,Russia,Left Midfield,LM,,Career break,,,out,winter,Premier Liga,2005,False,
Dinamo Moscow,Maniche,27,Portugal,Central Midfield,CM,18000000.0,FC Porto,Portugal,16000000.0,in,summer,Premier Liga,2005,False,
Dinamo Moscow,Georgios Seitaridis,24,Greece,Right-Back,RB,8000000.0,FC Porto,Portugal,10000000.0,in,summer,Premier Liga,2005,False,
Dinamo Moscow,Joseph Enakarhire,22,Nigeria,Centre-Back,CB,2250000.0,Sporting CP,Portugal,6000000.0,in,summer,Premier Liga,2005,False,
Dinamo Moscow,Costinha,30,Portugal,Defensive Midfield,DM,15000000.0,FC Porto,Portugal,4000000.0,in,summer,Premier Liga,2005,False,
Dinamo Moscow,Thiago Silva,20,Brazil,Centre-Back,CB,3500000.0,FC Porto,Portugal,3500000.0,in,summer,Premier Liga,2005,False,
Dinamo Moscow,Nuno Espírito Santo,31,Portugal,Goalkeeper,GK,2500000.0,FC Porto,Portugal,2500000.0,in,summer,Premier Liga,2005,False,
Dinamo Moscow,Denis Kolodin,23,Russia,Centre-Back,CB,,KS Samara,Russia,2000000.0,in,summer,Premier Liga,2005,False,
Dinamo Moscow,Patrick Ovie,27,Nigeria,Centre-Back,CB,,KS Samara,Russia,2000000.0,in,summer,Premier Liga,2005,False,
Dinamo Moscow,Arunas Klimavicius,22,Lithuania,Centre-Back,CB,,Ekranas,Lithuania,1000000.0,in,summer,Premier Liga,2005,False,
Dinamo Moscow,Andrejs Prohorenkovs,28,Latvia,Defensive Midfield,DM,1000000.0,M. Tel Aviv,Israel,,in,summer,Premier Liga,2005,False,
Dinamo Moscow,Sergey Yashin,25,Russia,Right Winger,RW,,Saturn,Russia,400000.0,out,summer,Premier Liga,2005,False,
Dinamo Moscow,Luís Loureiro,28,Portugal,Defensive Midfield,DM,3500000.0,Sporting CP,Portugal,0.0,out,summer,Premier Liga,2005,False,
Dinamo Moscow,Martin Hasek,35,Czech Republic,Defensive Midfield,DM,250000.0,Sparta Prague,Czech Republic,0.0,out,summer,Premier Liga,2005,False,
Dinamo Moscow,Vladimir Beschastnykh,31,Russia,Centre-Forward,CF,1500000.0,Spartak Orel,Russia,0.0,out,summer,Premier Liga,2005,False,
Dinamo Moscow,Radoslav Batak,27,Montenegro,Centre-Back,CB,50000.0,Ankaraspor,Turkey,,out,summer,Premier Liga,2005,False,
Dinamo Moscow,German Kutarba,26,Russia,Defensive Midfield,DM,,Metalurg Z.,Ukraine,,out,summer,Premier Liga,2005,False,
Dinamo Moscow,Igor Semshov,27,Russia,Central Midfield,CM,4000000.0,Torpedo Moscow,Russia,4500000.0,in,winter,Premier Liga,2005,False,
Dinamo Moscow,Leandro Fernández,22,Argentina,Centre-Back,CB,,River Plate,Argentina,3000000.0,in,winter,Premier Liga,2005,False,
Dinamo Moscow,Jorge Luís,29,Brazil,Left-Back,LB,1000000.0,Braga,Portugal,2500000.0,in,winter,Premier Liga,2005,False,
Dinamo Moscow,Aleksey Smertin,30,Russia,Defensive Midfield,DM,6500000.0,Chelsea,England,1500000.0,in,winter,Premier Liga,2005,False,
Dinamo Moscow,Sergey Ovchinnikov,35,Russia,Goalkeeper,GK,1500000.0,Loko Moscow,Russia,0.0,in,winter,Premier Liga,2005,False,
Dinamo Moscow,Dmitri Khokhlov,30,Russia,Central Midfield,CM,1800000.0,Loko Moscow,Russia,0.0,in,winter,Premier Liga,2005,False,
Dinamo Moscow,Dmitri Parfenov,31,Russia,Right-Back,RB,350000.0,Spartak Moscow,Russia,0.0,in,winter,Premier Liga,2005,False,
Dinamo Moscow,Jean,26,Brazil,Centre-Back,CB,,Saturn,Russia,0.0,in,winter,Premier Liga,2005,True,free loan
Dinamo Moscow,Andrés Mendoza,27,Peru,Centre-Forward,CF,2500000.0,Metalurg D.,Ukraine,0.0,in,winter,Premier Liga,2005,True,free loan
Dinamo Moscow,Sergey Kuznetsov,19,Russia,Central Midfield,CM,,Loko Moscow II,Russia,850000.0,out,winter,Premier Liga,2005,False,
Dinamo Moscow,Maniche,28,Portugal,Central Midfield,CM,18000000.0,Chelsea,England,300000.0,out,winter,Premier Liga,2005,True,loan with fee
Dinamo Moscow,Maksym Levitsky,33,Ukraine,Goalkeeper,GK,,Sibir,Russia,100000.0,out,winter,Premier Liga,2005,False,
Dinamo Moscow,Tadas Labukas,21,Lithuania,Centre-Forward,CF,,Zalgiris,Lithuania,0.0,out,winter,Premier Liga,2005,False,
Dinamo Moscow,Michal Hanek,25,Slovakia,Centre-Back,CB,200000.0,Sparta Prague,Czech Republic,0.0,out,winter,Premier Liga,2005,False,
Dinamo Moscow,Frechaut,28,Portugal,Right-Back,RB,3500000.0,Braga,Portugal,0.0,out,winter,Premier Liga,2005,False,
Dinamo Moscow,Dmitri Polovinchuk,23,Russia,Left-Back,LB,,Saturn,Russia,0.0,out,winter,Premier Liga,2005,False,
Dinamo Moscow,Andrejs Prohorenkovs,28,Latvia,Defensive Midfield,DM,1000000.0,Jurmala,Latvia,0.0,out,winter,Premier Liga,2005,False,
Dinamo Moscow,Stanislav Murygin,21,Russia,Second Striker,SS,,Khimki,Russia,0.0,out,winter,Premier Liga,2005,False,
Dinamo Moscow,Alexandru Covalenco,27,Moldova,Centre-Back,CB,50000.0,Volgar-Gazprom,Russia,0.0,out,winter,Premier Liga,2005,False,
Dinamo Moscow,Roman Berezovskiy,31,Armenia,Goalkeeper,GK,50000.0,Khimki,Russia,0.0,out,winter,Premier Liga,2005,False,
Dinamo Moscow,Oleg Shkabara,22,Belarus,Defensive Midfield,DM,,Gomel,Belarus,0.0,out,winter,Premier Liga,2005,False,
