club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
1. FC Köln,Alexandru Ionita,20,Romania,Centre-Forward,CF,1500000.0,Rapid Bucharest,Romania,2500000.0,in,summer,1 Bundesliga,2010,False,
1. FC Köln,Martin Lanig,25,Germany,Defensive Midfield,DM,2000000.0,VfB Stuttgart,Germany,700000.0,in,summer,1 Bundesliga,2010,False,
1. FC Köln,Konstantinos Giannoulis,22,Greece,Centre-Back,CB,600000.0,Iraklis,Greece,300000.0,in,summer,1 Bundesliga,2010,False,
1. FC Köln,Mato Jajalo,22,Bosnia-Herzegovina,Defensive Midfield,DM,1500000.0,Siena,Italy,250000.0,in,summer,1 Bundesliga,2010,True,loan with fee
1. FC Köln,Christopher Buchtmann,18,Germany,Central Midfield,CM,100000.0,Fulham U23,England,150000.0,in,summer,1 Bundesliga,2010,False,
1. FC Köln,Miro Varvodic,21,Croatia,Goalkeeper,GK,200000.0,Hajduk Split,Croatia,100000.0,in,summer,1 Bundesliga,2010,False,
1. FC Köln,Andrézinho,28,Brazil,Right-Back,RB,2400000.0,Vit. Guimarães,Portugal,0.0,in,summer,1 Bundesliga,2010,False,
1. FC Köln,Thomas Kessler,24,Germany,Goalkeeper,GK,400000.0,FC St. Pauli,Germany,50000.0,out,summer,1 Bundesliga,2010,True,loan with fee
1. FC Köln,Maniche,32,Portugal,Central Midfield,CM,3000000.0,Sporting CP,Portugal,0.0,out,summer,1 Bundesliga,2010,False,
1. FC Köln,Sebastian Zielinsky,22,Germany,Right Midfield,RM,100000.0,FC Ingolstadt,Germany,0.0,out,summer,1 Bundesliga,2010,False,
1. FC Köln,Lukas Nottbeck,21,Germany,Defensive Midfield,DM,100000.0,TuS Koblenz,Germany,0.0,out,summer,1 Bundesliga,2010,False,
1. FC Köln,Michael Gardawski,19,Germany,Left-Back,LB,250000.0,Stuttgart II,Germany,0.0,out,summer,1 Bundesliga,2010,True,free loan
1. FC Köln,Marvin Matip,24,Cameroon,Centre-Back,CB,500000.0,FC Ingolstadt,Germany,,out,summer,1 Bundesliga,2010,False,
1. FC Köln,Pierre Womé,31,Cameroon,Left-Back,LB,1500000.0,Without Club,,,out,summer,1 Bundesliga,2010,False,
1. FC Köln,Miro Varvodic,21,Croatia,Goalkeeper,GK,200000.0,Hajduk Split,Croatia,0.0,out,summer,1 Bundesliga,2010,True,end of loan
1. FC Köln,Zoran Tosic,23,Serbia,Right Winger,RW,5500000.0,Man Utd,England,0.0,out,summer,1 Bundesliga,2010,True,end of loan
1. FC Köln,Slawomir Peszko,25,Poland,Left Winger,LW,2400000.0,Lech Poznan,Poland,500000.0,in,winter,1 Bundesliga,2010,False,
1. FC Köln,Christian Eichner,28,Germany,Left-Back,LB,2000000.0,TSG Hoffenheim,Germany,100000.0,in,winter,1 Bundesliga,2010,False,
1. FC Köln,Tomoaki Makino,23,Japan,Centre-Back,CB,2000000.0,Sanf. Hiroshima,Japan,0.0,in,winter,1 Bundesliga,2010,False,
1. FC Köln,Michael Rensing,26,Germany,Goalkeeper,GK,1500000.0,Without Club,,,in,winter,1 Bundesliga,2010,False,
1. FC Köln,Faryd Mondragón,39,Colombia,Goalkeeper,GK,1000000.0,Philadelphia,United States,0.0,out,winter,1 Bundesliga,2010,False,
1. FC Köln,Daniel Brosinski,22,Germany,Right-Back,RB,400000.0,Wehen Wiesbaden,Germany,0.0,out,winter,1 Bundesliga,2010,False,
1. FC Köln,José Pierre Vunguidica,20,Angola,Left Winger,LW,150000.0,K. Offenbach,Germany,0.0,out,winter,1 Bundesliga,2010,True,free loan
1. FC Köln,Manasseh Ishiaku,27,Nigeria,Centre-Forward,CF,750000.0,Sint-Truiden,Belgium,0.0,out,winter,1 Bundesliga,2010,True,free loan
1.FC Kaiserslautern,Jan Simunek,23,Czech Republic,Centre-Back,CB,3000000.0,VfL Wolfsburg,Germany,850000.0,in,summer,1 Bundesliga,2010,False,
1.FC Kaiserslautern,Leon Jessen,24,Denmark,Left-Back,LB,1000000.0,FC Midtjylland,Denmark,800000.0,in,summer,1 Bundesliga,2010,False,
1.FC Kaiserslautern,Stiven Rivic,24,Croatia,Attacking Midfield,AM,1500000.0,Energie Cottbus,Germany,800000.0,in,summer,1 Bundesliga,2010,False,
1.FC Kaiserslautern,Iliyan Mitsanski,24,Bulgaria,Centre-Forward,CF,1000000.0,Zaglebie Lubin,Poland,600000.0,in,summer,1 Bundesliga,2010,False,
1.FC Kaiserslautern,Ivo Ilicevic,23,Croatia,Left Winger,LW,1500000.0,VfL Bochum,Germany,500000.0,in,summer,1 Bundesliga,2010,False,
1.FC Kaiserslautern,Rodnei,24,Brazil,Centre-Back,CB,2500000.0,Hertha BSC,Germany,450000.0,in,summer,1 Bundesliga,2010,False,
1.FC Kaiserslautern,Erwin Hoffer,23,Austria,Centre-Forward,CF,3300000.0,SSC Napoli,Italy,350000.0,in,summer,1 Bundesliga,2010,True,loan with fee
