club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
1. FC Köln,Marco Reich,23,Germany,Left Midfield,LM,,1.FC K'lautern,Germany,3000000.0,in,summer,1 Bundesliga,2001,False,
1. FC Köln,Hanno Balitsch,20,Germany,Defensive Midfield,DM,,Waldh. Mannheim,Germany,1500000.0,in,summer,1 Bundesliga,2001,False,
1. FC Köln,Jörg Reeb,29,Germany,Defensive Midfield,DM,,Bay. Leverkusen,Germany,0.0,in,summer,1 Bundesliga,2001,False,
1. FC Köln,Ivica Grlic,25,Bosnia-Herzegovina,Defensive Midfield,DM,,Alem. Aachen,Germany,125000.0,out,summer,1 Bundesliga,2001,False,
1. FC Köln,Claus-Dieter Wollitz,35,Germany,Attacking Midfield,AM,,TuS Lingen,Germany,0.0,out,summer,1 Bundesliga,2001,False,
1. FC Köln,Markus Dworrak,23,Germany,Left Winger,LW,,Greuther Fürth,Germany,0.0,out,summer,1 Bundesliga,2001,True,free loan
1. FC Köln,Ralf Hauptmann,32,Germany,Defensive Midfield,DM,,Chemnitzer FC,Germany,0.0,out,summer,1 Bundesliga,2001,False,
1. FC Köln,Rigobert Song,25,Cameroon,Centre-Back,CB,,West Ham,England,1000000.0,in,winter,1 Bundesliga,2001,True,loan with fee
1. FC Köln,Marc Zellweger,28,Switzerland,Right-Back,RB,,FC St. Gallen,Switzerland,600000.0,in,winter,1 Bundesliga,2001,False,
1. FC Köln,Lilian Laslandes,30,France,Centre-Forward,CF,,Sunderland,England,0.0,in,winter,1 Bundesliga,2001,True,free loan
1. FC Köln,Georgi Donkov,31,Bulgaria,Centre-Forward,CF,,Xamax,Switzerland,0.0,out,winter,1 Bundesliga,2001,False,
1. FC Köln,Darko Pivaljevic,26,Serbia,Centre-Forward,CF,,RSC Charleroi,Belgium,0.0,out,winter,1 Bundesliga,2001,True,free loan
1.FC Kaiserslautern,Lincoln,22,Brazil,Attacking Midfield,AM,,Atlético-MG,Brazil,4000000.0,in,summer,1 Bundesliga,2001,False,
1.FC Kaiserslautern,Thomas Hengen,26,Germany,Sweeper,SW,,VfL Wolfsburg,Germany,2250000.0,in,summer,1 Bundesliga,2001,False,
1.FC Kaiserslautern,Aleksander Knavs,25,Slovenia,Centre-Back,CB,,FC Tirol,Austria,1200000.0,in,summer,1 Bundesliga,2001,False,
1.FC Kaiserslautern,Stefan Malz,29,Germany,Left-Back,LB,,Arsenal,England,900000.0,in,summer,1 Bundesliga,2001,False,
1.FC Kaiserslautern,Thomas Riedl,25,Germany,Defensive Midfield,DM,,1860 Munich,Germany,600000.0,in,summer,1 Bundesliga,2001,False,
1.FC Kaiserslautern,Markus Kullig,26,Germany,Defensive Midfield,DM,,VfB Lübeck,Germany,250000.0,in,summer,1 Bundesliga,2001,False,
1.FC Kaiserslautern,Thomas Drescher,22,Germany,Left-Back,LB,,Klein-Karben,Germany,0.0,in,summer,1 Bundesliga,2001,False,
1.FC Kaiserslautern,Marco Reich,23,Germany,Left Midfield,LM,,1. FC Köln,Germany,3000000.0,out,summer,1 Bundesliga,2001,False,
1.FC Kaiserslautern,Igli Tare,28,Albania,Centre-Forward,CF,,Brescia,Italy,550000.0,out,summer,1 Bundesliga,2001,False,
1.FC Kaiserslautern,Slobodan Komljenovic,30,Serbia,Centre-Back,CB,,Real Zaragoza,Spain,0.0,out,summer,1 Bundesliga,2001,False,
1.FC Kaiserslautern,Marco Stark,19,Germany,Centre-Back,CB,,Saarbrücken,Germany,0.0,out,summer,1 Bundesliga,2001,False,
1.FC Kaiserslautern,Taribo West,28,Nigeria,Left-Back,LB,,Without Club,,,out,summer,1 Bundesliga,2001,False,
1.FC Kaiserslautern,Axel Roos,36,Germany,Centre-Back,CB,,Retired,,,out,summer,1 Bundesliga,2001,False,
1.FC Kaiserslautern,Michael Schjönberg,34,Denmark,Centre-Back,CB,,Retired,,,out,summer,1 Bundesliga,2001,False,
1.FC Kaiserslautern,Tim Wiese,20,Germany,Goalkeeper,GK,,SC Fortuna Köln,Germany,50000.0,in,winter,1 Bundesliga,2001,False,
1.FC Kaiserslautern,Perica Ognjenovic,24,Serbia,Right Winger,RW,,Real Madrid,Spain,0.0,in,winter,1 Bundesliga,2001,False,
1.FC Kaiserslautern,Taribo West,27,Nigeria,Left-Back,LB,,Milan,Italy,0.0,in,winter,1 Bundesliga,2001,False,
1.FC Kaiserslautern,Youri Djorkaeff,33,France,Attacking Midfield,AM,,Bolton,England,500000.0,out,winter,1 Bundesliga,2001,False,
1.FC Kaiserslautern,Uwe Gospodarek,28,Germany,Goalkeeper,GK,,Jahn Regensburg,Germany,0.0,out,winter,1 Bundesliga,2001,False,
1.FC Nuremberg,Kai Michalke,25,Germany,Left Winger,LW,,Hertha BSC,Germany,750000.0,in,summer,1 Bundesliga,2001,False,
1.FC Nuremberg,Raphael Schäfer,22,Germany,Goalkeeper,GK,,VfB Lübeck,Germany,375000.0,in,summer,1 Bundesliga,2001,False,
1.FC Nuremberg,Tony Sanneh,30,United States,Right-Back,RB,,Hertha BSC,Germany,0.0,in,summer,1 Bundesliga,2001,False,
1.FC Nuremberg,Thomas Stehle,20,Germany,Centre-Back,CB,,SC Pfullendorf,Germany,0.0,in,summer,1 Bundesliga,2001,False,
1.FC Nuremberg,Dieter Frey,28,Germany,Right-Back,RB,,Werder Bremen,Germany,0.0,in,summer,1 Bundesliga,2001,False,
1.FC Nuremberg,Lars Müller,25,Germany,Left-Back,LB,,Alem. Aachen,Germany,0.0,in,summer,1 Bundesliga,2001,False,
1.FC Nuremberg,Marco Villa,22,Germany,Centre-Forward,CF,,Panathinaikos,Greece,0.0,in,summer,1 Bundesliga,2001,False,
1.FC Nuremberg,Nils-Eric Johansson,21,Sweden,Left-Back,LB,,Blackburn,England,3000000.0,out,summer,1 Bundesliga,2001,False,
1.FC Nuremberg,Jochen Weigl,30,Germany,Right Midfield,RM,,SSV Reutlingen,Germany,0.0,out,summer,1 Bundesliga,2001,False,
1.FC Nuremberg,Marco Christ,20,Germany,Attacking Midfield,AM,,Jahn Regensburg,Germany,0.0,out,summer,1 Bundesliga,2001,False,
1.FC Nuremberg,Dimcho Belyakov,29,Bulgaria,Centre-Forward,CF,,RW Oberhausen,Germany,0.0,out,summer,1 Bundesliga,2001,False,
1.FC Nuremberg,Tamandani Nsaliwa,19,Canada,Defensive Midfield,DM,,Saarbrücken,Germany,0.0,out,summer,1 Bundesliga,2001,False,
1.FC Nuremberg,Christian Horcher,23,Germany,Goalkeeper,GK,,1.FC Sand,Germany,0.0,out,summer,1 Bundesliga,2001,False,
1.FC Nuremberg,Andreas Köpke,39,Germany,Goalkeeper,GK,,Retired,,,out,summer,1 Bundesliga,2001,False,
1.FC Nuremberg,Knut Reinhardt,33,Germany,Left Midfield,LM,,Retired,,,out,summer,1 Bundesliga,2001,False,
1.FC Nuremberg,Stephan Paßlack,31,Germany,Centre-Back,CB,,1860 Munich,Germany,250000.0,in,winter,1 Bundesliga,2001,False,
1.FC Nuremberg,Paulo Rink,28,Germany,Centre-Forward,CF,,Bay. Leverkusen,Germany,250000.0,in,winter,1 Bundesliga,2001,True,loan with fee
1.FC Nuremberg,Tommy Svindal Larsen,28,Norway,Defensive Midfield,DM,,Stabæk Fotball,Norway,10000.0,in,winter,1 Bundesliga,2001,False,
1.FC Nuremberg,Nils-Eric Johansson,21,Sweden,Left-Back,LB,,Blackburn,England,3000000.0,out,winter,1 Bundesliga,2001,False,
1.FC Nuremberg,Stefan Leitl,24,Germany,Attacking Midfield,AM,,Unterhaching,Germany,75000.0,out,winter,1 Bundesliga,2001,False,
1.FC Nuremberg,Sven Günther,27,Germany,Defensive Midfield,DM,,Schweinfurt 05,Germany,0.0,out,winter,1 Bundesliga,2001,False,
1.FC Nuremberg,David Bergner,28,Germany,Sweeper,SW,,Schweinfurt 05,Germany,0.0,out,winter,1 Bundesliga,2001,False,
1.FC Nuremberg,Adebowale Ogungbure,20,Nigeria,Defensive Midfield,DM,,SSV Reutlingen,Germany,0.0,out,winter,1 Bundesliga,2001,False,
1.FC Nuremberg,Armin Störzenhofecker,36,Germany,Defensive Midfield,DM,,SpVgg Ansbach,Germany,0.0,out,winter,1 Bundesliga,2001,False,
1.FC Nuremberg,Bernd Hobsch,33,Germany,Centre-Forward,CF,,Without Club,,,out,winter,1 Bundesliga,2001,False,
Bayer 04 Leverkusen,Zoltan Sebescen,25,Germany,Right-Back,RB,,VfL Wolfsburg,Germany,6000000.0,in,summer,1 Bundesliga,2001,False,
