club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Aberdeen FC,Jamie McQuilken,28,Scotland,Left-Back,LB,,Falkirk,Scotland,90000.0,in,summer,Scottish Premiership,2003,False,
Aberdeen FC,David Zdrilic,29,Australia,Centre-Forward,CF,,Walsall,England,0.0,in,summer,Scottish Premiership,2003,False,
Aberdeen FC,Michael Bird,19,England,Centre-Forward,CF,,Bolton,England,0.0,in,summer,Scottish Premiership,2003,False,
Aberdeen FC,Markus Heikkinen,24,Finland,Centre-Back,CB,,HJK Helsinki,Finland,0.0,in,summer,Scottish Premiership,2003,False,
Aberdeen FC,Jamie McAllister,25,Scotland,Left-Back,LB,,Livingston FC,Scotland,0.0,out,summer,Scottish Premiership,2003,False,
Aberdeen FC,Scott Michie,19,Scotland,Centre-Forward,CF,,Montrose,Scotland,0.0,out,summer,Scottish Premiership,2003,True,free loan
Aberdeen FC,Darren Young,24,Scotland,Central Midfield,CM,,Dunfermline A.,Scotland,0.0,out,summer,Scottish Premiership,2003,False,
Aberdeen FC,Derek Young,23,Scotland,Central Midfield,CM,,Dunfermline A.,Scotland,0.0,out,summer,Scottish Premiership,2003,False,
Aberdeen FC,Eric Deloumeaux,30,France,defence,defence,,Coventry,England,0.0,out,summer,Scottish Premiership,2003,False,
Aberdeen FC,Bob Duncan,20,Scotland,Left Midfield,LM,,Peterhead,Scotland,0.0,out,summer,Scottish Premiership,2003,False,
Aberdeen FC,Mark Peat,20,Scotland,Goalkeeper,GK,,Arbroath,Scotland,,out,summer,Scottish Premiership,2003,False,
Aberdeen FC,Peter Kjaer,37,Denmark,Goalkeeper,GK,,Retired,,,out,summer,Scottish Premiership,2003,False,
Aberdeen FC,Nicolas Fabiano,22,France,Central Midfield,CM,,Without Club,,,out,summer,Scottish Premiership,2003,False,
Aberdeen FC,Bryan Prunty,20,Scotland,Centre-Forward,CF,,Celtic,Scotland,0.0,in,winter,Scottish Premiership,2003,False,
Aberdeen FC,Steve Tosh,30,Scotland,Attacking Midfield,AM,,Falkirk,Scotland,45000.0,in,winter,Scottish Premiership,2003,False,
