club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
AFC Bournemouth,Jefferson Lerma,23,Colombia,Defensive Midfield,DM,2000000.0,Levante,Spain,28000000.0,in,summer,Premier League,2018,False,
AFC Bournemouth,Diego Rico,25,Spain,Left-Back,LB,2500000.0,CD Leganés,Spain,15000000.0,in,summer,Premier League,2018,False,
AFC Bournemouth,David Brooks,20,Wales,Right Winger,RW,5000000.0,Sheff Utd,England,11300000.0,in,summer,Premier League,2018,False,
AFC Bournemouth,Benik Afobe,25,DR Congo,Centre-Forward,CF,10000000.0,Wolves,England,11400000.0,out,summer,Premier League,2018,False,
AFC Bournemouth,Lewis Grabban,30,Jamaica,Centre-Forward,CF,3000000.0,Nottm Forest,England,6800000.0,out,summer,Premier League,2018,False,
AFC Bournemouth,Max Gradel,30,Cote d'Ivoire,Left Winger,LW,7000000.0,Toulouse,France,2000000.0,out,summer,Premier League,2018,False,
AFC Bournemouth,Ryan Allsop,26,England,Goalkeeper,GK,250000.0,Wycombe,England,0.0,out,summer,Premier League,2018,False,
AFC Bournemouth,Adam Federici,33,Australia,Goalkeeper,GK,750000.0,Stoke City,England,0.0,out,summer,Premier League,2018,False,
AFC Bournemouth,Baily Cargill,23,England,Centre-Back,CB,250000.0,MK Dons,England,0.0,out,summer,Premier League,2018,False,
AFC Bournemouth,Connor Mahoney,21,England,Right Winger,RW,250000.0,Birmingham,England,0.0,out,summer,Premier League,2018,True,free loan
AFC Bournemouth,Brad Smith,24,Australia,Left-Back,LB,1500000.0,Sounders FC,United States,0.0,out,summer,Premier League,2018,True,free loan
AFC Bournemouth,Emerson Hyndman,22,United States,Central Midfield,CM,1000000.0,Hibernian FC,Scotland,0.0,out,summer,Premier League,2018,True,free loan
AFC Bournemouth,Harry Arter,28,Ireland,Central Midfield,CM,7000000.0,Cardiff,England,0.0,out,summer,Premier League,2018,True,free loan
AFC Bournemouth,Rhoys Wiggins,30,Wales,Left-Back,LB,500000.0,Retired,,,out,summer,Premier League,2018,False,
AFC Bournemouth,Dominic Solanke,21,England,Centre-Forward,CF,10000000.0,Liverpool,England,21200000.0,in,winter,Premier League,2018,False,
AFC Bournemouth,Chris Mepham,21,Wales,Centre-Back,CB,8000000.0,Brentford,England,13600000.0,in,winter,Premier League,2018,False,
AFC Bournemouth,Nathaniel Clyne,27,England,Right-Back,RB,15000000.0,Liverpool,England,0.0,in,winter,Premier League,2018,True,free loan
AFC Bournemouth,Marc Pugh,31,England,Left Winger,LW,1500000.0,Hull City,England,0.0,out,winter,Premier League,2018,True,free loan
AFC Bournemouth,Jermain Defoe,36,England,Centre-Forward,CF,2000000.0,Rangers,Scotland,0.0,out,winter,Premier League,2018,True,free loan
AFC Bournemouth,Aaron Ramsdale,20,England,Goalkeeper,GK,500000.0,AFC Wimbledon,England,0.0,out,winter,Premier League,2018,True,free loan
AFC Bournemouth,Tyrone Mings,25,England,Centre-Back,CB,3500000.0,Aston Villa,England,0.0,out,winter,Premier League,2018,True,free loan
Arsenal FC,Lucas Torreira,22,Uruguay,Defensive Midfield,DM,30000000.0,Sampdoria,Italy,28650000.0,in,summer,Premier League,2018,False,
Arsenal FC,Bernd Leno,26,Germany,Goalkeeper,GK,20000000.0,Bay. Leverkusen,Germany,25000000.0,in,summer,Premier League,2018,False,
Arsenal FC,Sokratis Papastathopoulos,30,Greece,Centre-Back,CB,20000000.0,Bor. Dortmund,Germany,16000000.0,in,summer,Premier League,2018,False,
Arsenal FC,Mattéo Guendouzi,19,France,Central Midfield,CM,2500000.0,FC Lorient,France,8000000.0,in,summer,Premier League,2018,False,
Arsenal FC,Stephan Lichtsteiner,34,Switzerland,Right-Back,RB,1500000.0,Juventus,Italy,0.0,in,summer,Premier League,2018,False,
Arsenal FC,Lucas Pérez,29,Spain,Centre-Forward,CF,7500000.0,West Ham,England,4400000.0,out,summer,Premier League,2018,False,
Arsenal FC,Joel Campbell,26,Costa Rica,Centre-Forward,CF,3000000.0,Frosinone,Italy,1500000.0,out,summer,Premier League,2018,False,
Arsenal FC,Takuma Asano,23,Japan,Left Winger,LW,2000000.0,Hannover 96,Germany,1000000.0,out,summer,Premier League,2018,True,loan with fee
Arsenal FC,Chuba Akpom,22,England,Centre-Forward,CF,1200000.0,PAOK Salonika,Greece,1000000.0,out,summer,Premier League,2018,False,
Arsenal FC,Jack Wilshere,26,England,Central Midfield,CM,20000000.0,West Ham,England,0.0,out,summer,Premier League,2018,False,
Arsenal FC,Matt Macey,23,England,Goalkeeper,GK,500000.0,Plymouth,England,0.0,out,summer,Premier League,2018,True,free loan
Arsenal FC,Santi Cazorla,33,Spain,Central Midfield,CM,2500000.0,Villarreal,Spain,0.0,out,summer,Premier League,2018,False,
Arsenal FC,Calum Chambers,23,England,Centre-Back,CB,14000000.0,Fulham,England,0.0,out,summer,Premier League,2018,True,free loan
Arsenal FC,Krystian Bielik,20,Poland,Defensive Midfield,DM,2000000.0,Charlton,England,0.0,out,summer,Premier League,2018,True,free loan
Arsenal FC,David Ospina,29,Colombia,Goalkeeper,GK,5000000.0,SSC Napoli,Italy,0.0,out,summer,Premier League,2018,True,free loan
Arsenal FC,Per Mertesacker,33,Germany,Centre-Back,CB,1000000.0,Retired,,,out,summer,Premier League,2018,False,
Arsenal FC,Denis Suárez,25,Spain,Attacking Midfield,AM,12000000.0,FC Barcelona,Spain,2500000.0,in,winter,Premier League,2018,True,loan with fee
Arsenal FC,Emiliano Martínez,26,Argentina,Goalkeeper,GK,1000000.0,Reading,England,0.0,out,winter,Premier League,2018,True,free loan
Brighton & Hove Albion,Alireza Jahanbakhsh,24,Iran,Right Winger,RW,18000000.0,AZ Alkmaar,Netherlands,19000000.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Yves Bissouma,21,Mali,Central Midfield,CM,8000000.0,LOSC Lille,France,16900000.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Bernardo,23,Brazil,Left-Back,LB,6000000.0,RB Leipzig,Germany,10000000.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Martín Montoya,27,Spain,Right-Back,RB,8000000.0,Valencia,Spain,7000000.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Florin Andone,25,Romania,Centre-Forward,CF,6000000.0,Dep. La Coruña,Spain,6000000.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,David Button,29,England,Goalkeeper,GK,1500000.0,Fulham,England,4500000.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Dan Burn,26,England,Centre-Back,CB,750000.0,Wigan,England,3550000.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Percy Tau,24,South Africa,Attacking Midfield,AM,2000000.0,Sundowns,South Africa,3200000.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Anders Dreyer,20,Denmark,Right Winger,RW,600000.0,Esbjerg fB,Denmark,2200000.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Peter Gwargis,17,Sweden,Left Winger,LW,25000.0,Jönköping,Sweden,1500000.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Billy Arce,20,Ecuador,Left Winger,LW,1000000.0,Independiente,Ecuador,860000.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Leo Östigard,18,Norway,Centre-Back,CB,50000.0,Molde,Norway,111000.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Leon Balogun,30,Nigeria,Centre-Back,CB,2000000.0,1.FSV Mainz 05,Germany,0.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Jason Steele,27,England,Goalkeeper,GK,750000.0,Sunderland,England,0.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Sam Baldock,29,England,Centre-Forward,CF,3000000.0,Reading,England,3900000.0,out,summer,Premier League,2018,False,
Brighton & Hove Albion,Connor Goldson,25,England,Centre-Back,CB,1000000.0,Rangers,Scotland,3400000.0,out,summer,Premier League,2018,False,
Brighton & Hove Albion,Jamie Murphy,28,Scotland,Left Winger,LW,1750000.0,Rangers,Scotland,1200000.0,out,summer,Premier League,2018,False,
Brighton & Hove Albion,Jiri Skalak,26,Czech Republic,Left Winger,LW,1500000.0,Millwall,England,1000000.0,out,summer,Premier League,2018,False,
Brighton & Hove Albion,Uwe Hünemeier,32,Germany,Centre-Back,CB,1000000.0,SC Paderborn,Germany,0.0,out,summer,Premier League,2018,False,
Brighton & Hove Albion,Tyler Hornby-Forbes,22,England,Right-Back,RB,100000.0,Newport County,England,0.0,out,summer,Premier League,2018,False,
Brighton & Hove Albion,Christian Walton,22,England,Goalkeeper,GK,250000.0,Wigan,England,0.0,out,summer,Premier League,2018,True,free loan
Brighton & Hove Albion,Tim Krul,30,Netherlands,Goalkeeper,GK,2500000.0,Norwich,England,0.0,out,summer,Premier League,2018,False,
Brighton & Hove Albion,Niki Mäenpää,33,Finland,Goalkeeper,GK,250000.0,Bristol City,England,0.0,out,summer,Premier League,2018,False,
Brighton & Hove Albion,Dan Burn,26,England,Centre-Back,CB,750000.0,Wigan,England,0.0,out,summer,Premier League,2018,True,free loan
Brighton & Hove Albion,Richie Towell,27,Ireland,Central Midfield,CM,200000.0,Rotherham,England,0.0,out,summer,Premier League,2018,True,free loan
Brighton & Hove Albion,Tomer Hemed,31,Israel,Centre-Forward,CF,2500000.0,QPR,England,0.0,out,summer,Premier League,2018,True,free loan
Brighton & Hove Albion,Oliver Norwood,27,Northern Ireland,Central Midfield,CM,3000000.0,Sheff Utd,England,0.0,out,summer,Premier League,2018,True,free loan
