club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
AZ Alkmaar,Martijn Meerdink,25,Netherlands,Right Winger,RW,,De Graafschap,Netherlands,950000.0,in,summer,Eredivisie,2002,False,
AZ Alkmaar,Juha Reini,27,Finland,Centre-Back,CB,,KRC Genk,Belgium,0.0,in,summer,Eredivisie,2002,False,
AZ Alkmaar,Tim de Cler,23,Netherlands,Left-Back,LB,,Ajax,Netherlands,0.0,in,summer,Eredivisie,2002,False,
AZ Alkmaar,Joost Volmer,28,Netherlands,Centre-Back,CB,,Fortuna Sittard,Netherlands,,in,summer,Eredivisie,2002,False,
AZ Alkmaar,Patrick Huisman,22,Netherlands,defence,defence,,FC Volendam,Netherlands,0.0,out,summer,Eredivisie,2002,False,
AZ Alkmaar,Peter van den Berg,30,Netherlands,Centre-Back,CB,,RKC Waalwijk,Netherlands,0.0,out,summer,Eredivisie,2002,False,
AZ Alkmaar,John Bosman,37,Netherlands,Centre-Forward,CF,,AFC Amsterdam,Netherlands,0.0,out,summer,Eredivisie,2002,False,
AZ Alkmaar,Henk Timmer,30,Netherlands,Goalkeeper,GK,,Ajax,Netherlands,0.0,out,summer,Eredivisie,2002,True,free loan
AZ Alkmaar,Jamal Dibi,22,Netherlands,Attacking Midfield,AM,,Go Ahead Eagles,Netherlands,0.0,out,summer,Eredivisie,2002,True,free loan
AZ Alkmaar,Hans van der Woude,22,Netherlands,Attacking Midfield,AM,,FC Dordrecht,Netherlands,0.0,out,summer,Eredivisie,2002,True,free loan
AZ Alkmaar,Dries Boussatta,29,Netherlands,Right Winger,RW,,Excelsior,Netherlands,,out,summer,Eredivisie,2002,False,
AZ Alkmaar,Jeroen Ketting,21,Netherlands,Centre-Forward,CF,,Haarlem,Netherlands,,out,summer,Eredivisie,2002,False,
AZ Alkmaar,Ervin Lee,28,Netherlands,Right-Back,RB,,Stormv. Telstar,Netherlands,,out,summer,Eredivisie,2002,False,
AZ Alkmaar,Max Huiberts,31,Netherlands,Left Winger,LW,,Retired,,,out,summer,Eredivisie,2002,False,
AZ Alkmaar,Arnold Nijkamp,29,Netherlands,Goalkeeper,GK,,Retired,,,out,summer,Eredivisie,2002,False,
AZ Alkmaar,Kris Mampaey,32,Belgium,Goalkeeper,GK,,FC Den Bosch,Netherlands,0.0,in,winter,Eredivisie,2002,True,free loan
AZ Alkmaar,Michael Lamey,23,Netherlands,Right-Back,RB,,PSV Eindhoven,Netherlands,0.0,in,winter,Eredivisie,2002,True,free loan
AZ Alkmaar,Ole Tobiasen,27,Denmark,Centre-Back,CB,,FC Copenhagen,Denmark,150000.0,out,winter,Eredivisie,2002,False,
AZ Alkmaar,Abdelkrim El Hadrioui,30,Morocco,Left-Back,LB,,RSC Charleroi,Belgium,,out,winter,Eredivisie,2002,False,
Ajax Amsterdam,Victor Sikora,24,Netherlands,Right Winger,RW,,Vitesse,Netherlands,4350000.0,in,summer,Eredivisie,2002,False,
Ajax Amsterdam,Nourdin Boukhari,22,Morocco,Attacking Midfield,AM,,Sparta R.,Netherlands,680000.0,in,summer,Eredivisie,2002,False,
Ajax Amsterdam,Jari Litmanen,31,Finland,Attacking Midfield,AM,,Liverpool,England,0.0,in,summer,Eredivisie,2002,False,
Ajax Amsterdam,Henk Timmer,30,Netherlands,Goalkeeper,GK,,AZ Alkmaar,Netherlands,0.0,in,summer,Eredivisie,2002,True,free loan
Ajax Amsterdam,Jan van Halst,33,Netherlands,Defensive Midfield,DM,,Vitesse,Netherlands,0.0,out,summer,Eredivisie,2002,False,
Ajax Amsterdam,Anthony Obodai,19,Ghana,Defensive Midfield,DM,,Germ. Beerschot,Belgium,0.0,out,summer,Eredivisie,2002,True,free loan
Ajax Amsterdam,Tim de Cler,23,Netherlands,Left-Back,LB,,AZ Alkmaar,Netherlands,0.0,out,summer,Eredivisie,2002,False,
Ajax Amsterdam,Jason Culina,21,Australia,Central Midfield,CM,,De Graafschap,Netherlands,0.0,out,summer,Eredivisie,2002,True,free loan
Ajax Amsterdam,Cedric van der Gun,23,Netherlands,Centre-Forward,CF,,Willem II,Netherlands,0.0,out,summer,Eredivisie,2002,True,free loan
Ajax Amsterdam,Brutil Hosé,22,Curacao,Centre-Forward,CF,,Sparta R.,Netherlands,0.0,out,summer,Eredivisie,2002,False,
Ajax Amsterdam,Pius Ikedia,22,Nigeria,Right Winger,RW,,FC Groningen,Netherlands,0.0,out,summer,Eredivisie,2002,True,free loan
Ajax Amsterdam,Chris Kanu,22,Nigeria,Right-Back,RB,,TOP Oss,Netherlands,0.0,out,summer,Eredivisie,2002,False,
Ajax Amsterdam,Youssouf Hersi,19,Netherlands,Right Winger,RW,,NEC Nijmegen,Netherlands,0.0,out,summer,Eredivisie,2002,True,free loan
Ajax Amsterdam,Richard Knopper,24,Netherlands,Attacking Midfield,AM,,Aris Saloniki,Greece,0.0,out,summer,Eredivisie,2002,True,free loan
Ajax Amsterdam,Ruud Kras,20,Netherlands,Centre-Back,CB,,FC Zwolle,Netherlands,0.0,out,summer,Eredivisie,2002,True,free loan
Ajax Amsterdam,Kwame Quansah,19,Ghana,Defensive Midfield,DM,,Germ. Beerschot,Belgium,0.0,out,summer,Eredivisie,2002,True,free loan
Ajax Amsterdam,Fred Grim,36,Netherlands,Goalkeeper,GK,,Retired,,,out,summer,Eredivisie,2002,False,
Ajax Amsterdam,Ferdi Vierklau,29,Netherlands,Right-Back,RB,,Retired,,,out,summer,Eredivisie,2002,False,
Ajax Amsterdam,Nikolaos Machlas,29,Greece,Centre-Forward,CF,,Sevilla FC,Spain,400000.0,out,winter,Eredivisie,2002,True,loan with fee
Ajax Amsterdam,Mido,19,Egypt,Centre-Forward,CF,,Celta de Vigo,Spain,0.0,out,winter,Eredivisie,2002,True,free loan
Ajax Amsterdam,Daniel Cruz,21,Colombia,Attacking Midfield,AM,,Germ. Beerschot,Belgium,0.0,out,winter,Eredivisie,2002,True,free loan
Ajax Amsterdam,Tijani Babangida,29,Nigeria,Right Winger,RW,,Ittihad,Saudi Arabia,0.0,out,winter,Eredivisie,2002,True,free loan
Ajax Amsterdam,Aron Winter,35,Netherlands,Defensive Midfield,DM,,Retired,,,out,winter,Eredivisie,2002,False,
