club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Cercle Brugge ,Wim Kooiman,33.0,Netherlands,Centre-Back,CB,,RSC Anderlecht,Belgium,,in,summer,Jupiler Pro League,1994,False,
Cercle Brugge ,Alex Camerman,25.0,Belgium,Centre-Back,CB,,VAC Beerschot,Belgium,,in,summer,Jupiler Pro League,1994,False,
Cercle Brugge ,Björn Renty,26.0,Belgium,attack,attack,,KV Oostende,Belgium,,in,summer,Jupiler Pro League,1994,False,
Cercle Brugge ,Geert Van Eenoo,20.0,Belgium,defence,defence,,Unknown,,,in,summer,Jupiler Pro League,1994,False,
Cercle Brugge ,Joeri Sabbe,18.0,Belgium,defence,defence,,Unknown,,,in,summer,Jupiler Pro League,1994,False,
Cercle Brugge ,Josip Weber,29.0,Belgium,Centre-Forward,CF,,RSC Anderlecht,Belgium,1880000.0,out,summer,Jupiler Pro League,1994,False,
Cercle Brugge ,Davy Cooreman,23.0,Belgium,Central Midfield,CM,,KSV Waregem,Belgium,0.0,out,summer,Jupiler Pro League,1994,True,free loan
Cercle Brugge ,Stéphane Demol,28.0,Belgium,Centre-Back,CB,,Braga,Portugal,,out,summer,Jupiler Pro League,1994,False,
Cercle Brugge ,Didier Frenay,28.0,Belgium,midfield,midfield,,RSC Charleroi,Belgium,,out,summer,Jupiler Pro League,1994,False,
Club Brugge KV,Tjörven De Brul,21.0,Belgium,Centre-Back,CB,,KSC Lokeren,Belgium,0.0,in,summer,Jupiler Pro League,1994,False,
Club Brugge KV,Gert Claessens,22.0,Belgium,Left Midfield,LM,,KRC Genk,Belgium,,in,summer,Jupiler Pro League,1994,False,
Club Brugge KV,Daniel Amokachi,21.0,Nigeria,Centre-Forward,CF,,Everton,England,3500000.0,out,summer,Jupiler Pro League,1994,False,
Club Brugge KV,Claude Verspaille,29.0,Belgium,Right Midfield,RM,,Exc. Mouscron,Belgium,,out,summer,Jupiler Pro League,1994,False,
Club Brugge KV,Tomasz Dziubinski,25.0,Poland,attack,attack,,RWD Molenbeek,Belgium,,out,summer,Jupiler Pro League,1994,False,
Club Brugge KV,Dominique Vanmaele,23.0,Belgium,defence,defence,,KSK Beveren,Belgium,,out,summer,Jupiler Pro League,1994,False,
Club Brugge KV,Jannes Tant,22.0,Belgium,Centre-Back,CB,,KSV Waregem,Belgium,,out,summer,Jupiler Pro League,1994,False,
Club Brugge KV,László Disztl,32.0,Hungary,Centre-Back,CB,,Fehérvár FC,Hungary,,out,summer,Jupiler Pro League,1994,False,
Club Brugge KV,Hans Galjé,37.0,Belgium,Goalkeeper,GK,,Retired,,,out,summer,Jupiler Pro League,1994,False,
Club Brugge KV,Peter Creve,32.0,Belgium,Right Midfield,RM,,Retired,,,out,summer,Jupiler Pro League,1994,False,
KAA Gent,Sandy Martens,21.0,Belgium,Centre-Forward,CF,,Olsa Brakel,Belgium,0.0,in,summer,Jupiler Pro League,1994,False,
