club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
1. FC Köln,Pedro Geromel,22,Brazil,Centre-Back,CB,1500000.0,Vit. Guimarães,Portugal,4500000.0,in,summer,1 Bundesliga,2008,False,
1. FC Köln,Manasseh Ishiaku,25,Nigeria,Centre-Forward,CF,2300000.0,MSV Duisburg,Germany,2000000.0,in,summer,1 Bundesliga,2008,False,
1. FC Köln,Sergiu Radu,30,Romania,Centre-Forward,CF,1500000.0,VfL Wolfsburg,Germany,250000.0,in,summer,1 Bundesliga,2008,True,loan with fee
1. FC Köln,Wilfried Sanou,24,Burkina Faso,Left Winger,LW,800000.0,SC Freiburg,Germany,0.0,in,summer,1 Bundesliga,2008,False,
1. FC Köln,Miso Brecko,24,Slovenia,Right-Back,RB,1000000.0,Hamburger SV,Germany,0.0,in,summer,1 Bundesliga,2008,False,
1. FC Köln,Daniel Brosinski,19,Germany,Right-Back,RB,150000.0,Karlsruhe II,Germany,0.0,in,summer,1 Bundesliga,2008,False,
1. FC Köln,Pierre Womé,29,Cameroon,Left-Back,LB,3000000.0,Werder Bremen,Germany,0.0,in,summer,1 Bundesliga,2008,False,
1. FC Köln,Petit,31,Portugal,Defensive Midfield,DM,6500000.0,Benfica,Portugal,0.0,in,summer,1 Bundesliga,2008,False,
1. FC Köln,Miro Varvodic,19,Croatia,Goalkeeper,GK,300000.0,Hajduk Split,Croatia,0.0,in,summer,1 Bundesliga,2008,True,free loan
1. FC Köln,Patrick Helmes,24,Germany,Centre-Forward,CF,4000000.0,Bay. Leverkusen,Germany,0.0,out,summer,1 Bundesliga,2008,False,
1. FC Köln,Salvatore Gambino,24,Germany,Second Striker,SS,200000.0,TuS Koblenz,Germany,0.0,out,summer,1 Bundesliga,2008,False,
1. FC Köln,Martin Toshev,18,Bulgaria,Centre-Forward,CF,,CSKA Sofia,Bulgaria,0.0,out,summer,1 Bundesliga,2008,False,
1. FC Köln,Aleksandar Mitreski,28,North Macedonia,Centre-Back,CB,750000.0,1.FC Nuremberg,Germany,0.0,out,summer,1 Bundesliga,2008,False,
1. FC Köln,André Beleza,23,Brazil,Attacking Midfield,AM,650000.0,Náutico,Brazil,0.0,out,summer,1 Bundesliga,2008,True,free loan
1. FC Köln,Alpay Özalan,35,Turkey,Centre-Back,CB,250000.0,Retired,,,out,summer,1 Bundesliga,2008,False,
1. FC Köln,Dieter Paucken,25,Germany,Goalkeeper,GK,100000.0,Without Club,,,out,summer,1 Bundesliga,2008,False,
1. FC Köln,Maynor Suazo,28,Honduras,Defensive Midfield,DM,1000000.0,Antalyaspor,Turkey,0.0,out,summer,1 Bundesliga,2008,True,end of loan
1. FC Köln,Derek Boateng,25,Ghana,Defensive Midfield,DM,1000000.0,B. Jerusalem,Israel,400000.0,in,winter,1 Bundesliga,2008,False,
