club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
1. FC Köln,Dirk Schuster,29,Germany,Centre-Back,CB,,Karlsruher SC,Germany,750000.0,in,summer,1 Bundesliga,1997,False,
1. FC Köln,Aleksandr Rychkov,22,Russia,Attacking Midfield,AM,,Loko Moscow,Russia,600000.0,in,summer,1 Bundesliga,1997,False,
1. FC Köln,Andreas Menger,24,Germany,Goalkeeper,GK,,Greuther Fürth,Germany,0.0,in,summer,1 Bundesliga,1997,False,
1. FC Köln,René Tretschok,28,Germany,Defensive Midfield,DM,,Bor. Dortmund,Germany,0.0,in,summer,1 Bundesliga,1997,False,
1. FC Köln,Khodadad Azizi,26,Iran,Centre-Forward,CF,,Piroozi FC,Iran,0.0,in,summer,1 Bundesliga,1997,False,
1. FC Köln,Dennis Vogt,19,Germany,Central Midfield,CM,,B. Dortmund II,Germany,0.0,in,summer,1 Bundesliga,1997,False,
1. FC Köln,Sebastian Selke,23,Germany,Goalkeeper,GK,,Lüneburger SK,Germany,0.0,in,summer,1 Bundesliga,1997,False,
1. FC Köln,Luciano Emílio,18,Brazil,Centre-Forward,CF,,Rio Branco-SP,Brazil,,in,summer,1 Bundesliga,1997,False,
1. FC Köln,Goran Vucevic,26,Croatia,Central Midfield,CM,,FC Barcelona,Spain,,in,summer,1 Bundesliga,1997,False,
1. FC Köln,Sunday Oliseh,22,Nigeria,Defensive Midfield,DM,,Ajax,Netherlands,2300000.0,out,summer,1 Bundesliga,1997,False,
1. FC Köln,Dieter Schönberger,24,Germany,Defensive Midfield,DM,,Spfr. Siegen,Germany,0.0,out,summer,1 Bundesliga,1997,False,
1. FC Köln,Tomasz Zdebel,24,Poland,Defensive Midfield,DM,,Lierse SK,Belgium,0.0,out,summer,1 Bundesliga,1997,False,
1. FC Köln,Janusz Dziwior,22,Poland,Centre-Back,CB,,FC Gütersloh,Germany,0.0,out,summer,1 Bundesliga,1997,False,
1. FC Köln,Patrick Weiser,25,Germany,Left-Back,LB,,Stade Rennais,France,0.0,out,summer,1 Bundesliga,1997,False,
1. FC Köln,Rico Steinmann,29,Germany,Right Midfield,RM,,Twente FC,Netherlands,,out,summer,1 Bundesliga,1997,False,
1. FC Köln,Stefan Kohn,31,Germany,Centre-Forward,CF,,OGC Nice,France,,out,summer,1 Bundesliga,1997,False,
1. FC Köln,Daniel Eschbach,23,Germany,Goalkeeper,GK,,Energie Cottbus,Germany,,out,summer,1 Bundesliga,1997,False,
1. FC Köln,Antonio Ananiev,32,Bulgaria,Goalkeeper,GK,,VfB Leipzig,Germany,,out,summer,1 Bundesliga,1997,False,
1. FC Köln,Martin Braun,28,Germany,Right Midfield,RM,,Rapid Vienna,Austria,,out,summer,1 Bundesliga,1997,False,
1. FC Köln,Markus Münch,25,Germany,Left-Back,LB,,FC Bayern,Germany,500000.0,in,winter,1 Bundesliga,1997,True,loan with fee
1. FC Köln,Dennis Grassow,26,Germany,Centre-Back,CB,,FC Bayern,Germany,,in,winter,1 Bundesliga,1997,False,
1. FC Köln,Tuncay Nadaroglu,23,Germany,Centre-Back,CB,,Bursaspor,Turkey,150000.0,out,winter,1 Bundesliga,1997,False,
1.FC Kaiserslautern,Ciriaco Sforza,27,Switzerland,Central Midfield,CM,,Inter,Italy,3300000.0,in,summer,1 Bundesliga,1997,False,
1.FC Kaiserslautern,Andreas Buck,29,Germany,Right Midfield,RM,,VfB Stuttgart,Germany,450000.0,in,summer,1 Bundesliga,1997,False,
1.FC Kaiserslautern,Marian Hristov,23,Bulgaria,Defensive Midfield,DM,,Levski Sofia,Bulgaria,400000.0,in,summer,1 Bundesliga,1997,False,
1.FC Kaiserslautern,Michael Ballack,20,Germany,Central Midfield,CM,,Chemnitzer FC,Germany,75000.0,in,summer,1 Bundesliga,1997,False,
1.FC Kaiserslautern,Stefan Ertl,28,Germany,Centre-Forward,CF,,Pfeddersheim,Germany,0.0,in,summer,1 Bundesliga,1997,False,
1.FC Kaiserslautern,Petr Kouba,28,Czech Republic,Goalkeeper,GK,,Dep. La Coruña,Spain,,in,summer,1 Bundesliga,1997,False,
1.FC Kaiserslautern,Cem Karaca,21,Turkey,Defensive Midfield,DM,,FC St. Pauli,Germany,0.0,out,summer,1 Bundesliga,1997,False,
1.FC Kaiserslautern,Wynton Rufer,34,New Zealand,Centre-Forward,CF,,Central United,New Zealand,0.0,out,summer,1 Bundesliga,1997,False,
1.FC Kaiserslautern,Matthias Keller,22,Germany,Right Midfield,RM,,SV Meppen,Germany,0.0,out,summer,1 Bundesliga,1997,False,
1.FC Kaiserslautern,Uwe Wegmann,33,Germany,Centre-Forward,CF,,FC Lugano,Switzerland,0.0,out,summer,1 Bundesliga,1997,False,
1.FC Kaiserslautern,Frank Greiner,31,Germany,Right Midfield,RM,,VfL Wolfsburg,Germany,0.0,out,summer,1 Bundesliga,1997,False,
1.FC Kaiserslautern,Lajos Szűcs,24,Hungary,Goalkeeper,GK,,Újpest,Hungary,300000.0,in,winter,1 Bundesliga,1997,False,
