club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Académica Coimbra,Nélson Veríssimo,20,Portugal,Centre-Back,CB,,Alverca,Portugal,,in,summer,Primeira Liga,1997,False,
Académica Coimbra,Akwá,20,Angola,Centre-Forward,CF,,Benfica,Portugal,,in,summer,Primeira Liga,1997,False,
Académica Coimbra,Paulão,27,Angola,Right Winger,RW,,Benfica,Portugal,,in,summer,Primeira Liga,1997,False,
Académica Coimbra,Tó Sá,28,Portugal,Right-Back,RB,,Vitória Setúbal,Portugal,,in,summer,Primeira Liga,1997,False,
Académica Coimbra,Carlos Miguel,26,Portugal,Central Midfield,CM,,Paços Ferreira,Portugal,,in,summer,Primeira Liga,1997,False,
Académica Coimbra,Aurélio Soares,23,Angola,Centre-Back,CB,,1º de Agosto,Angola,,in,summer,Primeira Liga,1997,False,
Académica Coimbra,Igor Akmadzic,24,Croatia,attack,attack,,H. Beer Sheva,Israel,,in,summer,Primeira Liga,1997,False,
Académica Coimbra,Miguel Bruno,25,Portugal,Centre-Forward,CF,,Espinho,Portugal,0.0,out,summer,Primeira Liga,1997,False,
Académica Coimbra,Albertino,25,Portugal,Right-Back,RB,,Marítimo,Portugal,,out,summer,Primeira Liga,1997,False,
Académica Coimbra,Dinda,24,Brazil,Attacking Midfield,AM,,Leiria,Portugal,,out,summer,Primeira Liga,1997,False,
Académica Coimbra,Jorge Silva,21,Portugal,Defensive Midfield,DM,,Leiria,Portugal,,out,summer,Primeira Liga,1997,False,
Académica Coimbra,Telmo Pinto,26,Portugal,Right Midfield,RM,,Leiria,Portugal,,out,summer,Primeira Liga,1997,False,
Académica Coimbra,Miguel Bruno,26,Portugal,Centre-Forward,CF,,Espinho,Portugal,,in,winter,Primeira Liga,1997,False,
Académica Coimbra,Marinho,23,Portugal,Attacking Midfield,AM,,União Coimbra,Portugal,,out,winter,Primeira Liga,1997,False,
Académica Coimbra,Carlos Miguel,26,Portugal,Central Midfield,CM,,Paços Ferreira,Portugal,,out,winter,Primeira Liga,1997,False,
Belenenses SAD,João Paulo Brito,23,Portugal,Right Winger,RW,,Louletano,Portugal,0.0,in,summer,Primeira Liga,1997,False,
Belenenses SAD,Marco Botelho,21,Portugal,Goalkeeper,GK,,Santa Clara,Portugal,0.0,in,summer,Primeira Liga,1997,False,
Belenenses SAD,Joseph Addo,25,Ghana,Centre-Back,CB,,FSV Frankfurt,Germany,0.0,in,summer,Primeira Liga,1997,False,
Belenenses SAD,Diyan Petkov,29,Bulgaria,midfield,midfield,,Lok. Sofia,Bulgaria,0.0,in,summer,Primeira Liga,1997,False,
Belenenses SAD,Jojó,26,Mozambique,Central Midfield,CM,,Penafiel,Portugal,,in,summer,Primeira Liga,1997,False,
Belenenses SAD,Quim,23,Portugal,Centre-Forward,CF,,Paços Ferreira,Portugal,,in,summer,Primeira Liga,1997,False,
Belenenses SAD,Nené,20,Portugal,Left-Back,LB,,Leixões,Portugal,,in,summer,Primeira Liga,1997,False,
Belenenses SAD,Gerson,22,Cape Verde,Centre-Back,CB,,Académico Viseu,Portugal,,in,summer,Primeira Liga,1997,False,
Belenenses SAD,Franklin,18,Angola,Defensive Midfield,DM,,Belenenses U19,Portugal,,in,summer,Primeira Liga,1997,False,
Belenenses SAD,Paulo Madeira,26,Portugal,Centre-Back,CB,,Benfica,Portugal,200000.0,out,summer,Primeira Liga,1997,False,
Belenenses SAD,Paulo Fonseca,24,Portugal,Centre-Back,CB,,Marítimo,Portugal,,out,summer,Primeira Liga,1997,False,
Belenenses SAD,Rogério,21,Portugal,Defensive Midfield,DM,,UD Salamanca,Spain,,out,summer,Primeira Liga,1997,False,
Belenenses SAD,Marco Silva,19,Portugal,Right-Back,RB,,Atlético CP,Portugal,,out,summer,Primeira Liga,1997,False,
Belenenses SAD,Silvino Morais,31,Portugal,Goalkeeper,GK,,União Lamas,Portugal,,out,summer,Primeira Liga,1997,False,
Belenenses SAD,Pedro Valido,27,Portugal,defence,defence,,Felgueiras,Portugal,,out,summer,Primeira Liga,1997,False,
Belenenses SAD,Amaral,27,Portugal,Right Winger,RW,,Vitória Setúbal,Portugal,,out,summer,Primeira Liga,1997,False,
Belenenses SAD,Rui Esteves,30,Portugal,midfield,midfield,,Pusan Daewoo,"Korea, South",,out,summer,Primeira Liga,1997,False,
Belenenses SAD,Carlos Alberto Lopes Cabral,25,Portugal,midfield,midfield,,Felgueiras,Portugal,,out,summer,Primeira Liga,1997,False,
Belenenses SAD,Perdigão,20,Brazil,Defensive Midfield,DM,,Atlético-PR,Brazil,0.0,in,winter,Primeira Liga,1997,True,free loan
Belenenses SAD,Diyan Petkov,30,Bulgaria,midfield,midfield,,Lok. Sofia,Bulgaria,0.0,out,winter,Primeira Liga,1997,False,
Belenenses SAD,Nené,21,Portugal,Left-Back,LB,,Portimonense,Portugal,,out,winter,Primeira Liga,1997,False,
Belenenses SAD,Quim,23,Portugal,Centre-Forward,CF,,Gil Vicente,Portugal,0.0,out,winter,Primeira Liga,1997,True,free loan
Boavista FC,Lamine Conteh,21,Sierra Leone,Attacking Midfield,AM,,SV Meppen,Germany,51000.0,in,summer,Primeira Liga,1997,False,
Boavista FC,Rui Miguel,22,Portugal,Centre-Forward,CF,,Nacional,Portugal,,in,summer,Primeira Liga,1997,False,
Boavista FC,Delfim,20,Portugal,Defensive Midfield,DM,,Desportivo Aves,Portugal,,in,summer,Primeira Liga,1997,False,
Boavista FC,Cândido Rego,26,Portugal,Goalkeeper,GK,,Vitória Setúbal,Portugal,,in,summer,Primeira Liga,1997,False,
Boavista FC,William Quevedo,26,France,Left-Back,LB,,Moreirense,Portugal,,in,summer,Primeira Liga,1997,False,
Boavista FC,Kwame Ayew,23,Ghana,Centre-Forward,CF,,Vitória Setúbal,Portugal,,in,summer,Primeira Liga,1997,False,
Boavista FC,Luís Manuel,26,Portugal,Defensive Midfield,DM,,Salgueiros,Portugal,,in,summer,Primeira Liga,1997,False,
Boavista FC,Pepe De La Sagra,21,Spain,Attacking Midfield,AM,,FC Barcelona B,Spain,,in,summer,Primeira Liga,1997,False,
Boavista FC,Romeo Wouden,26,Netherlands,Left Winger,LW,,Heerenveen,Netherlands,,in,summer,Primeira Liga,1997,False,
Boavista FC,Luis Carlos,28,Brazil,midfield,midfield,,Salgueiros,Portugal,,in,summer,Primeira Liga,1997,False,
Boavista FC,Jimmy Floyd Hasselbaink,25,Netherlands,Centre-Forward,CF,,Leeds,England,2780000.0,out,summer,Primeira Liga,1997,False,
Boavista FC,Almami Moreira,19,Guinea-Bissau,Attacking Midfield,AM,,Gondomar,Portugal,0.0,out,summer,Primeira Liga,1997,True,free loan
Boavista FC,Nuno Gomes,20,Portugal,Centre-Forward,CF,,Benfica,Portugal,,out,summer,Primeira Liga,1997,False,
Boavista FC,Erwin Sánchez,27,Bolivia,Attacking Midfield,AM,,Benfica,Portugal,,out,summer,Primeira Liga,1997,False,
Boavista FC,Ricardo Nascimento,23,Portugal,Attacking Midfield,AM,,Varzim,Portugal,,out,summer,Primeira Liga,1997,False,
Boavista FC,Rui Lima,19,Portugal,Left Midfield,LM,,Gondomar,Portugal,0.0,out,summer,Primeira Liga,1997,True,free loan
Boavista FC,Tulipa,24,Portugal,Attacking Midfield,AM,,UD Salamanca,Spain,,out,summer,Primeira Liga,1997,False,
Boavista FC,Nelo,29,Portugal,Central Midfield,CM,,Rio Ave FC,Portugal,,out,summer,Primeira Liga,1997,False,
Boavista FC,Leonson Lewis,30,Trinidad and Tobago,attack,attack,,Chaves,Portugal,,out,summer,Primeira Liga,1997,False,
Boavista FC,Tó Luis,29,Portugal,Goalkeeper,GK,,Rio Ave FC,Portugal,,out,summer,Primeira Liga,1997,False,
Boavista FC,Sérgio Duarte,32,Portugal,midfield,midfield,,Dunfermline A.,Scotland,,out,summer,Primeira Liga,1997,False,
Boavista FC,Pepe De La Sagra,21,Spain,Attacking Midfield,AM,,Beira-Mar,Portugal,,out,winter,Primeira Liga,1997,False,
Boavista FC,Romeo Wouden,27,Netherlands,Left Winger,LW,,Tiburones Rojos,Mexico,,out,winter,Primeira Liga,1997,False,
Boavista FC,Bobó,34,Guinea-Bissau,Defensive Midfield,DM,,Gondomar,Portugal,,out,winter,Primeira Liga,1997,False,
Boavista FC,Lamine Conteh,21,Sierra Leone,Attacking Midfield,AM,,Varzim,Portugal,,out,winter,Primeira Liga,1997,False,
CF Estrela Amadora SAD,Raul Oliveira,24,Portugal,Centre-Back,CB,,Bradford,England,0.0,in,summer,Primeira Liga,1997,False,
CF Estrela Amadora SAD,Lázaro,29,Angola,Attacking Midfield,AM,,Penafiel,Portugal,,in,summer,Primeira Liga,1997,False,
CF Estrela Amadora SAD,Tomislav Ivkovic,36,Croatia,Goalkeeper,GK,,Benfica,Portugal,,in,summer,Primeira Liga,1997,False,
CF Estrela Amadora SAD,Mauro Airez,28,Argentina,Centre-Forward,CF,,Benfica,Portugal,,in,summer,Primeira Liga,1997,False,
CF Estrela Amadora SAD,Jordão,25,Portugal,Defensive Midfield,DM,,Benfica,Portugal,,out,summer,Primeira Liga,1997,False,
CF Estrela Amadora SAD,Orlando Monteiro,25,Sao Tome and Principe,Right Winger,RW,,Académico Viseu,Portugal,,out,summer,Primeira Liga,1997,False,
CF Estrela Amadora SAD,Paulinho,31,Portugal,Centre-Back,CB,,Salgueiros,Portugal,,out,summer,Primeira Liga,1997,False,
CF Estrela Amadora SAD,Carlos,30,Portugal,Goalkeeper,GK,,Imortal,Portugal,,out,summer,Primeira Liga,1997,False,
CS Marítimo,Nélson,29,Angola,Goalkeeper,GK,,Rio Ave FC,Portugal,0.0,in,summer,Primeira Liga,1997,False,
CS Marítimo,Avelino De Vasconcelos,26,France,defence,defence,,US Lusitanos,France,0.0,in,summer,Primeira Liga,1997,False,
CS Marítimo,Albertino,25,Portugal,Right-Back,RB,,Coimbra,Portugal,,in,summer,Primeira Liga,1997,False,
CS Marítimo,Ricardo Silva,21,Portugal,Centre-Back,CB,,Felgueiras,Portugal,,in,summer,Primeira Liga,1997,False,
CS Marítimo,Romeu,22,Portugal,Centre-Forward,CF,,FC Porto,Portugal,0.0,in,summer,Primeira Liga,1997,True,free loan
CS Marítimo,Rui Óscar,21,Portugal,Right-Back,RB,,FC Porto,Portugal,,in,summer,Primeira Liga,1997,False,
CS Marítimo,Ico,24,Brazil,midfield,midfield,,América-RN,Brazil,,in,summer,Primeira Liga,1997,False,
CS Marítimo,Paulo Fonseca,24,Portugal,Centre-Back,CB,,Belenenses SAD,Portugal,,in,summer,Primeira Liga,1997,False,
CS Marítimo,Pedro Paulo,23,Angola,Central Midfield,CM,,União Lamas,Portugal,,in,summer,Primeira Liga,1997,False,
CS Marítimo,Maurício Cabedelo,25,Brazil,Centre-Forward,CF,,Leiria,Portugal,,in,summer,Primeira Liga,1997,False,
CS Marítimo,Bizarro,27,Portugal,Goalkeeper,GK,,CD Ourense,Spain,,out,summer,Primeira Liga,1997,False,
CS Marítimo,Neves,26,Portugal,Right-Back,RB,,FC Porto,Portugal,,out,summer,Primeira Liga,1997,False,
CS Marítimo,Filipe Ramos,27,Portugal,Central Midfield,CM,,Vit. Guimarães,Portugal,,out,summer,Primeira Liga,1997,False,
CS Marítimo,Zé Carlos,32,Brazil,Centre-Back,CB,,Toluca,Mexico,,out,summer,Primeira Liga,1997,False,
CS Marítimo,Daniel Teixeira,29,Brazil,Centre-Forward,CF,,Seixal,Portugal,,out,summer,Primeira Liga,1997,False,
CS Marítimo,José Pedro,31,Portugal,Right-Back,RB,,Nacional,Portugal,,out,summer,Primeira Liga,1997,False,
CS Marítimo,Edmilson,29,Brazil,attack,attack,,Vit. Guimarães,Portugal,,out,summer,Primeira Liga,1997,False,
CS Marítimo,Julinho,23,Brazil,Attacking Midfield,AM,,Friburguense-RJ,Brazil,,out,summer,Primeira Liga,1997,False,
CS Marítimo,Vítor Vieira,24,Portugal,Right Winger,RW,,Chaves,Portugal,,out,summer,Primeira Liga,1997,False,
CS Marítimo,Nuno Valente,22,Portugal,Left-Back,LB,,Sporting CP,Portugal,0.0,out,summer,Primeira Liga,1997,True,end of loan
CS Marítimo,Jorge Andrade,34,Brazil,Second Striker,SS,,Blumenau-SC,Brazil,,out,winter,Primeira Liga,1997,False,
CS Marítimo,Regis Pitbull,21,Brazil,Centre-Forward,CF,,Ponte Preta,Brazil,,out,winter,Primeira Liga,1997,False,
FC Porto,Doriva,25,Brazil,Right Midfield,RM,,Atlético-MG,Brazil,700000.0,in,summer,Primeira Liga,1997,False,
FC Porto,Kenedy,23,Portugal,Left-Back,LB,,Paris SG,France,0.0,in,summer,Primeira Liga,1997,False,
FC Porto,Nuno Capucho,25,Portugal,Right Winger,RW,,Vit. Guimarães,Portugal,,in,summer,Primeira Liga,1997,False,
FC Porto,Costinha,23,Portugal,Goalkeeper,GK,,Sporting CP,Portugal,,in,summer,Primeira Liga,1997,False,
FC Porto,Pedro Henriques,22,Portugal,Left-Back,LB,,Benfica,Portugal,,in,summer,Primeira Liga,1997,False,
FC Porto,Rui Correia,29,Portugal,Goalkeeper,GK,,Braga,Portugal,,in,summer,Primeira Liga,1997,False,
FC Porto,Gaspar,22,Portugal,Centre-Back,CB,,Vitória Setúbal,Portugal,,in,summer,Primeira Liga,1997,False,
FC Porto,Neves,26,Portugal,Right-Back,RB,,Marítimo,Portugal,,in,summer,Primeira Liga,1997,False,
FC Porto,Pedro Taborda,19,Portugal,Goalkeeper,GK,,Freamunde,Portugal,,in,summer,Primeira Liga,1997,False,
FC Porto,Youssef Chippo,24,Morocco,Central Midfield,CM,,Al-Arabi SC,Qatar,,in,summer,Primeira Liga,1997,False,
FC Porto,Emilio Peixe,24,Portugal,Defensive Midfield,DM,,Sporting CP,Portugal,,in,summer,Primeira Liga,1997,False,
FC Porto,Domingos Paciência,28,Portugal,Centre-Forward,CF,,CD Tenerife,Spain,7500000.0,out,summer,Primeira Liga,1997,False,
FC Porto,Émerson,25,Brazil,Defensive Midfield,DM,,Middlesbrough,England,4000000.0,out,summer,Primeira Liga,1997,False,
FC Porto,Arnold Wetl,27,Austria,Central Midfield,CM,,Rapid Vienna,Austria,400000.0,out,summer,Primeira Liga,1997,False,
FC Porto,Ricardo Carvalho,19,Portugal,Centre-Back,CB,,Leça,Portugal,0.0,out,summer,Primeira Liga,1997,True,free loan
FC Porto,Romeu,22,Portugal,Centre-Forward,CF,,Marítimo,Portugal,0.0,out,summer,Primeira Liga,1997,True,free loan
