club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Cercle Brugge ,Dominique Vanmaele,25,Belgium,defence,defence,,KSK Beveren,Belgium,,in,summer,Jupiler Pro League,1996,False,
Cercle Brugge ,Frode Fermann,21,Norway,midfield,midfield,,Tromsø IL,Norway,,in,summer,Jupiler Pro League,1996,False,
Cercle Brugge ,Muisi Ajao,17,Nigeria,Sweeper,SW,,Julius Berger,Nigeria,,in,summer,Jupiler Pro League,1996,False,
Cercle Brugge ,Christophe Lycke,30,Belgium,Goalkeeper,GK,,KV Oostende,Belgium,,in,summer,Jupiler Pro League,1996,False,
Cercle Brugge ,Michael Gernsöe,25,Denmark,Centre-Forward,CF,,Fremad Amager,Denmark,,in,summer,Jupiler Pro League,1996,False,
Cercle Brugge ,Simioni,21,Brazil,Centre-Forward,CF,,Piracicaba,Brazil,,in,summer,Jupiler Pro League,1996,False,
Cercle Brugge ,Giovanni Dekeyser,19,Belgium,Right Winger,RW,,Unknown,,,in,summer,Jupiler Pro League,1996,False,
Cercle Brugge ,Christophe Lauwers,23,Belgium,Centre-Forward,CF,,Eendracht Aalst,Belgium,0.0,out,summer,Jupiler Pro League,1996,False,
Cercle Brugge ,Geoffrey Claeys,21,Belgium,Centre-Back,CB,,Feyenoord,Netherlands,,out,summer,Jupiler Pro League,1996,False,
Cercle Brugge ,Tibor Selymes,26,Romania,Left-Back,LB,,RSC Anderlecht,Belgium,,out,summer,Jupiler Pro League,1996,False,
Cercle Brugge ,Bernard Beuken,25,Belgium,defence,defence,,Malmö FF,Sweden,,out,summer,Jupiler Pro League,1996,False,
Cercle Brugge ,Robert Skibsted,22,Denmark,Centre-Forward,CF,,B1908 Amager,Denmark,0.0,in,winter,Jupiler Pro League,1996,True,free loan
Cercle Brugge ,Jan Ove Pedersen,27,Norway,Central Midfield,CM,,Brann,Norway,0.0,in,winter,Jupiler Pro League,1996,True,free loan
Cercle Brugge ,Ilie Stan,29,Romania,Left Midfield,LM,,Steaua Bukarest,Romania,,out,winter,Jupiler Pro League,1996,False,
Cercle Brugge ,Ylli Shehu,30,Albania,attack,attack,,HNK Sibenik,Croatia,,out,winter,Jupiler Pro League,1996,False,
Cercle Brugge ,Frode Fermann,21,Norway,midfield,midfield,,Tromsø IL,Norway,,out,winter,Jupiler Pro League,1996,False,
Cercle Brugge ,Michael Gernsöe,25,Denmark,Centre-Forward,CF,,Hvidovre IF,Denmark,,out,winter,Jupiler Pro League,1996,False,
Club Brugge KV,Anders Nielsen,25,Denmark,Centre-Forward,CF,,Sint-Truiden,Belgium,,in,summer,Jupiler Pro League,1996,False,
Club Brugge KV,Eric Deflandre,22,Belgium,Right-Back,RB,,Germinal Ekeren,Belgium,,in,summer,Jupiler Pro League,1996,False,
Club Brugge KV,Tomas Danilevicius,17,Lithuania,Centre-Forward,CF,,KSK Beveren,Belgium,,in,summer,Jupiler Pro League,1996,False,
Club Brugge KV,Paul Okon,24,Australia,Defensive Midfield,DM,,Lazio,Italy,,out,summer,Jupiler Pro League,1996,False,
Club Brugge KV,Yves Buelinckx,24,Belgium,Centre-Forward,CF,,KSK Beveren,Belgium,,out,summer,Jupiler Pro League,1996,False,
Club Brugge KV,Stephan Van Der Heyden,26,Belgium,Left Midfield,LM,,Roda JC,Netherlands,,out,summer,Jupiler Pro League,1996,False,
Club Brugge KV,Pascal Plovie,31,Belgium,Centre-Back,CB,,Royal Antwerp,Belgium,,out,summer,Jupiler Pro League,1996,False,
Club Brugge KV,Mario Stanic,24,Croatia,Right Winger,RW,,AC Parma,Italy,,out,winter,Jupiler Pro League,1996,False,
Excelsior Mouscron,Dejan Nikolic,27,Serbia,Defensive Midfield,DM,,Mladost,Serbia,0.0,in,summer,Jupiler Pro League,1996,False,
Excelsior Mouscron,Emile Mpenza,17,Belgium,Centre-Forward,CF,,KV Kortrijk,Belgium,,in,summer,Jupiler Pro League,1996,False,
Excelsior Mouscron,Mbo Mpenza,19,Belgium,Centre-Forward,CF,,KV Kortrijk,Belgium,,in,summer,Jupiler Pro League,1996,False,
Excelsior Mouscron,Damir Lesjak,29,Croatia,Centre-Back,CB,,Hapoel Haifa,Israel,,in,summer,Jupiler Pro League,1996,False,
Excelsior Mouscron,Rade Mojovic,25,Serbia,Goalkeeper,GK,,Beltinci,Slovenia,,in,summer,Jupiler Pro League,1996,False,
Excelsior Mouscron,Danny Lenie,28,Belgium,Centre-Back,CB,,Royal Cappellen,Belgium,,in,summer,Jupiler Pro League,1996,False,
Excelsior Mouscron,Bernard Lefevre,32,Belgium,Goalkeeper,GK,,Unknown,,,in,summer,Jupiler Pro League,1996,False,
Excelsior Mouscron,Gilbert Massock,19,Cameroon,attack,attack,,USL Dunkerque,France,,in,summer,Jupiler Pro League,1996,False,
Excelsior Mouscron,Dominique Lemoine,31,Belgium,Attacking Midfield,AM,,Espanyol,Spain,,out,summer,Jupiler Pro League,1996,False,
Excelsior Mouscron,Piet Verschelde,31,Belgium,attack,attack,,KRC Harelbeke,Belgium,,out,summer,Jupiler Pro League,1996,False,
Excelsior Mouscron,Eddy Verbeeck,26,Belgium,Centre-Back,CB,,KMSK Deinze,Belgium,,out,summer,Jupiler Pro League,1996,False,
Excelsior Mouscron,Geert Broeckaert,35,Belgium,defence,defence,,Retired,,,out,summer,Jupiler Pro League,1996,False,
Excelsior Mouscron,Vincent Jonaitis,21,Belgium,Defensive Midfield,DM,,AA La Louviere,Belgium,,out,winter,Jupiler Pro League,1996,False,
