club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Belenenses SAD,Raul Oliveira,22.0,Portugal,Centre-Back,CB,,Amora FC,Portugal,0.0,in,summer,Primeira Liga,1995,False,
Belenenses SAD,Lula,29.0,Brazil,Centre-Back,CB,,Leiria,Portugal,,in,summer,Primeira Liga,1995,False,
Belenenses SAD,Miguel Mota,19.0,Portugal,midfield,midfield,,Águeda,Portugal,,in,summer,Primeira Liga,1995,False,
Belenenses SAD,Luís Ferreira,22.0,Portugal,Goalkeeper,GK,,O Elvas,Portugal,,in,summer,Primeira Liga,1995,False,
Belenenses SAD,Paulo Madeira,24.0,Portugal,Centre-Back,CB,,Benfica,Portugal,,in,summer,Primeira Liga,1995,False,
Belenenses SAD,Carlos Alberto Lopes Cabral,23.0,Portugal,midfield,midfield,,Coimbra,Portugal,,in,summer,Primeira Liga,1995,False,
Belenenses SAD,Rui Esteves,28.0,Portugal,midfield,midfield,,Benfica,Portugal,,in,summer,Primeira Liga,1995,False,
Belenenses SAD,António Pacheco,28.0,Portugal,Left Winger,LW,,Sporting CP,Portugal,,in,summer,Primeira Liga,1995,False,
Belenenses SAD,Youssef Fertout,24.0,Morocco,Centre-Forward,CF,,Wydad AC,Morocco,,in,summer,Primeira Liga,1995,False,
Belenenses SAD,Valente,30.0,Portugal,Goalkeeper,GK,,Boavista,Portugal,,in,summer,Primeira Liga,1995,False,
Belenenses SAD,Paulo Gomes,25.0,Portugal,midfield,midfield,,Vitória Setúbal,Portugal,,in,summer,Primeira Liga,1995,False,
Belenenses SAD,Everton Giovanella,24.0,Brazil,Central Midfield,CM,,Tirsense,Portugal,,in,summer,Primeira Liga,1995,False,
Belenenses SAD,José Taira,26.0,Portugal,midfield,midfield,,CF Estrela,Portugal,,in,summer,Primeira Liga,1995,False,
Belenenses SAD,César Brito,30.0,Portugal,Centre-Forward,CF,,Benfica,Portugal,,in,summer,Primeira Liga,1995,False,
Belenenses SAD,Lito Vidigal,25.0,Angola,defence,defence,,Campomaiorense,Portugal,,in,summer,Primeira Liga,1995,False,
Belenenses SAD,Neves,24.0,Portugal,Right-Back,RB,,Gil Vicente,Portugal,,in,summer,Primeira Liga,1995,False,
Belenenses SAD,Rogério,19.0,Portugal,Defensive Midfield,DM,,Vianense,Portugal,,in,summer,Primeira Liga,1995,False,
Belenenses SAD,Quim,21.0,Portugal,Centre-Forward,CF,,Lamego,Portugal,,in,summer,Primeira Liga,1995,False,
Belenenses SAD,Pedro Barny,28.0,Portugal,Centre-Back,CB,,Boavista,Portugal,,in,summer,Primeira Liga,1995,False,
Belenenses SAD,Fernando Mendes,28.0,Portugal,Left-Back,LB,,Boavista,Portugal,,in,summer,Primeira Liga,1995,False,
Belenenses SAD,Serge Honi,21.0,Cameroon,Centre-Forward,CF,,AE Larisa,Greece,0.0,out,summer,Primeira Liga,1995,False,
Belenenses SAD,Vítor Manuel,24.0,Portugal,Attacking Midfield,AM,,Campomaiorense,Portugal,0.0,out,summer,Primeira Liga,1995,False,
Belenenses SAD,Dariusz Adamczuk,25.0,Poland,Defensive Midfield,DM,,Pogon Szczecin,Poland,0.0,out,summer,Primeira Liga,1995,False,
Belenenses SAD,Dacroce,27.0,Brazil,midfield,midfield,,Chaves,Portugal,0.0,out,summer,Primeira Liga,1995,False,
Belenenses SAD,Nuno Afonso,20.0,Portugal,Centre-Back,CB,,Campomaiorense,Portugal,,out,summer,Primeira Liga,1995,False,
Belenenses SAD,Zé Rui,30.0,Cape Verde,Centre-Back,CB,,Vitória Setúbal,Portugal,,out,summer,Primeira Liga,1995,False,
Belenenses SAD,Abilio,28.0,Portugal,Attacking Midfield,AM,,Salgueiros,Portugal,,out,summer,Primeira Liga,1995,False,
Belenenses SAD,Alen Petrovic,25.0,Croatia,defence,defence,,Croatia Zagreb,Croatia,,out,summer,Primeira Liga,1995,False,
Belenenses SAD,Luiz Gustavo,23.0,Brazil,attack,attack,,Benfica,Portugal,,out,summer,Primeira Liga,1995,False,
Belenenses SAD,Álvaro Teixeira,31.0,Portugal,Right-Back,RB,,Felgueiras,Portugal,,out,summer,Primeira Liga,1995,False,
Belenenses SAD,Basaúla Lemba,30.0,DR Congo,Attacking Midfield,AM,,Tirsense,Portugal,,out,summer,Primeira Liga,1995,False,
Belenenses SAD,Mauro Airez,26.0,Argentina,Centre-Forward,CF,,Benfica,Portugal,,out,summer,Primeira Liga,1995,False,
Belenenses SAD,Álvaro Gregório,22.0,Portugal,Left-Back,LB,,Leiria,Portugal,,out,summer,Primeira Liga,1995,False,
Belenenses SAD,Catanha,23.0,Brazil,Centre-Forward,CF,,UD Salamanca,Spain,,out,summer,Primeira Liga,1995,False,
