club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Akhmat Grozny,Miroslav Bogosavac,23,Serbia,Left-Back,LB,1400000.0,Cukaricki,Serbia,500000.0,in,summer,Premier Liga,2020,False,
Akhmat Grozny,Artem Polyarus,28,Ukraine,Left Midfield,LM,700000.0,Khimki,Russia,330000.0,in,summer,Premier Liga,2020,False,
Akhmat Grozny,Aleksandr Putsko,27,Russia,Centre-Back,CB,800000.0,Ufa,Russia,0.0,in,summer,Premier Liga,2020,False,
Akhmat Grozny,Marat Bystrov,28,Kazakhstan,Right-Back,RB,650000.0,Ordabasy,Kazakhstan,0.0,in,summer,Premier Liga,2020,False,
Akhmat Grozny,Giorgi Shelia,31,Russia,Goalkeeper,GK,650000.0,Tambov,Russia,,in,summer,Premier Liga,2020,False,
Akhmat Grozny,Amir Aduev,21,Russia,Central Midfield,CM,150000.0,Montpellier,France,,in,summer,Premier Liga,2020,False,
Akhmat Grozny,Artem Timofeev,26,Russia,Defensive Midfield,DM,900000.0,Spartak Moscow,Russia,0.0,in,summer,Premier Liga,2020,True,free loan
Akhmat Grozny,Georgi Melkadze,23,Russia,Second Striker,SS,1500000.0,Spartak Moscow,Russia,0.0,in,summer,Premier Liga,2020,True,free loan
Akhmat Grozny,Damian Szymanski,25,Poland,Central Midfield,CM,800000.0,AEK Athens,Greece,1300000.0,out,summer,Premier Liga,2020,False,
Akhmat Grozny,Mikhail Gashchenkov,28,Russia,Central Midfield,CM,450000.0,Nizhny Novgorod,Russia,0.0,out,summer,Premier Liga,2020,False,
Akhmat Grozny,Evgeniy Gorodov,34,Russia,Goalkeeper,GK,450000.0,Krasnodar,Russia,0.0,out,summer,Premier Liga,2020,False,
Akhmat Grozny,Magomed Musalov,26,Russia,Right-Back,RB,500000.0,Pyunik Yerevan,Armenia,0.0,out,summer,Premier Liga,2020,False,
Akhmat Grozny,Denis Glushakov,33,Russia,Central Midfield,CM,1200000.0,Khimki,Russia,0.0,out,summer,Premier Liga,2020,False,
Akhmat Grozny,Konrad Michalak,22,Poland,Right Winger,RW,750000.0,C. Rizespor,Turkey,0.0,out,summer,Premier Liga,2020,True,free loan
Akhmat Grozny,Roland Gigolaev,30,Russia,Left Midfield,LM,500000.0,Without Club,,,out,summer,Premier Liga,2020,False,
Akhmat Grozny,Magomed Mitrishev,27,Russia,Right Winger,RW,700000.0,Chaika Pes.,Russia,0.0,out,summer,Premier Liga,2020,True,free loan
Akhmat Grozny,Ravanelli,22,Brazil,Attacking Midfield,AM,1800000.0,Athletico-PR,Brazil,0.0,out,summer,Premier Liga,2020,True,free loan
Akhmat Grozny,Idris Umaev,21,Russia,Centre-Forward,CF,350000.0,Chaika Pes.,Russia,0.0,out,summer,Premier Liga,2020,True,free loan
Akhmat Grozny,Andrés Ponce,23,Venezuela,Centre-Forward,CF,1000000.0,Rotor Volgograd,Russia,0.0,out,summer,Premier Liga,2020,True,free loan
Akhmat Grozny,Miroslav Bogosavac,23,Serbia,Left-Back,LB,1400000.0,Cukaricki,Serbia,0.0,out,summer,Premier Liga,2020,True,end of loan
Akhmat Grozny,Gabriel Iancu,26,Romania,Centre-Forward,CF,1300000.0,FC Viitorul,Romania,500000.0,in,winter,Premier Liga,2020,False,
Akhmat Grozny,Ladislav Almasi,21,Slovakia,Centre-Forward,CF,300000.0,Ruzomberok,Slovakia,0.0,in,winter,Premier Liga,2020,True,free loan
Akhmat Grozny,Arsen Adamov,21,Russia,Right-Back,RB,225000.0,Ural,Russia,55000.0,out,winter,Premier Liga,2020,False,
Akhmat Grozny,Oleg Ivanov,34,Russia,Attacking Midfield,AM,700000.0,Ufa,Russia,0.0,out,winter,Premier Liga,2020,False,
Akhmat Grozny,Ravanelli,23,Brazil,Attacking Midfield,AM,1800000.0,Chapecoense,Brazil,0.0,out,winter,Premier Liga,2020,True,free loan
Akhmat Grozny,Odise Roshi,29,Albania,Right Winger,RW,1000000.0,Diósgyőr,Hungary,0.0,out,winter,Premier Liga,2020,True,free loan
Akhmat Grozny,Ablaye Mbengue,28,Senegal,Centre-Forward,CF,500000.0,Dinamo Minsk,Belarus,0.0,out,winter,Premier Liga,2020,True,free loan
Arsenal Tula,Daniil Lesovoy,22,Russia,Left Winger,LW,1800000.0,Zenit 2 S-Pb,Russia,600000.0,in,summer,Premier Liga,2020,False,
Arsenal Tula,Kirill Panchenko,30,Russia,Second Striker,SS,1500000.0,Tambov,Russia,300000.0,in,summer,Premier Liga,2020,False,
Arsenal Tula,Taras Burlak,30,Russia,Centre-Back,CB,800000.0,KS Samara,Russia,0.0,in,summer,Premier Liga,2020,False,
Arsenal Tula,Mohammed Kadiri,24,Ghana,Defensive Midfield,DM,1500000.0,Dynamo Kyiv,Ukraine,0.0,in,summer,Premier Liga,2020,True,free loan
Arsenal Tula,Nikolay Rasskazov,22,Russia,Right-Back,RB,2000000.0,Spartak Moscow,Russia,0.0,in,summer,Premier Liga,2020,True,free loan
Arsenal Tula,Aleksandr Lomovitskiy,22,Russia,Right Winger,RW,1400000.0,Spartak Moscow,Russia,0.0,in,summer,Premier Liga,2020,True,free loan
Arsenal Tula,Luka Djordjevic,26,Montenegro,Centre-Forward,CF,2000000.0,Loko Moscow,Russia,0.0,in,summer,Premier Liga,2020,True,free loan
Arsenal Tula,Daniil Lesovoy,22,Russia,Left Winger,LW,1800000.0,Dynamo Moscow,Russia,1800000.0,out,summer,Premier Liga,2020,False,
Arsenal Tula,Maksim Volodjko,27,Belarus,Left-Back,LB,500000.0,Tambov,Russia,0.0,out,summer,Premier Liga,2020,False,
Arsenal Tula,Alexandru Tudorie,24,Romania,Centre-Forward,CF,550000.0,Univ. Craiova,Romania,0.0,out,summer,Premier Liga,2020,True,free loan
Arsenal Tula,Kantemir Berkhamov,31,Russia,Central Midfield,CM,300000.0,Without Club,,,out,summer,Premier Liga,2020,False,
Arsenal Tula,Víctor Álvarez,27,Spain,Left-Back,LB,2000000.0,Without Club,,,out,summer,Premier Liga,2020,False,
Arsenal Tula,Bakary Koné,32,Burkina Faso,Centre-Back,CB,400000.0,Without Club,,,out,summer,Premier Liga,2020,False,
Arsenal Tula,Yuri Lodygin,30,Russia,Goalkeeper,GK,600000.0,Without Club,,,out,summer,Premier Liga,2020,False,
Arsenal Tula,Lameck Banda,19,Zambia,Right Winger,RW,300000.0,Maccabi Netanya,Israel,0.0,out,summer,Premier Liga,2020,True,free loan
Arsenal Tula,Daniil Lesovoy,22,Russia,Left Winger,LW,1800000.0,Zenit 2 S-Pb,Russia,0.0,out,summer,Premier Liga,2020,True,end of loan
Arsenal Tula,Aleksandr Lomovitskiy,22,Russia,Right Winger,RW,1400000.0,Spartak Moscow,Russia,0.0,out,summer,Premier Liga,2020,True,end of loan
Arsenal Tula,Igor Konovalov,24,Russia,Central Midfield,CM,2000000.0,Rubin Kazan,Russia,0.0,in,winter,Premier Liga,2020,True,free loan
Arsenal Tula,Aleksandr Denisov,31,Russia,Centre-Back,CB,300000.0,Tambov,Russia,0.0,out,winter,Premier Liga,2020,True,free loan
Arsenal Tula,Roman Minaev,23,Russia,Centre-Forward,CF,300000.0,Tambov,Russia,0.0,out,winter,Premier Liga,2020,True,free loan
CSKA Moscow,Chidera Ejuke,22,Nigeria,Left Winger,LW,5500000.0,Heerenveen,Netherlands,11500000.0,in,summer,Premier Liga,2020,False,
CSKA Moscow,Adolfo Gaich,21,Argentina,Centre-Forward,CF,11000000.0,San Lorenzo,Argentina,8500000.0,in,summer,Premier Liga,2020,False,
CSKA Moscow,Bruno Fuchs,21,Brazil,Centre-Back,CB,1800000.0,Internacional,Brazil,8000000.0,in,summer,Premier Liga,2020,False,
CSKA Moscow,Baktiyar Zaynutdinov,22,Kazakhstan,Attacking Midfield,AM,2000000.0,Rostov,Russia,2000000.0,in,summer,Premier Liga,2020,False,
CSKA Moscow,Gocha Gogrichiani,20,Russia,Centre-Forward,CF,300000.0,Rostov II,Russia,0.0,in,summer,Premier Liga,2020,False,
CSKA Moscow,Timur Zhamaletdinov,23,Russia,Centre-Forward,CF,325000.0,Ufa,Russia,270000.0,out,summer,Premier Liga,2020,False,
CSKA Moscow,Khetag Khosonov,22,Russia,Defensive Midfield,DM,450000.0,Alania Vl.,Russia,230000.0,out,summer,Premier Liga,2020,False,
CSKA Moscow,Lassana N'Diaye,19,Mali,Centre-Forward,CF,200000.0,AFC Eskilstuna,Sweden,0.0,out,summer,Premier Liga,2020,True,free loan
CSKA Moscow,Jaka Bijol,21,Slovenia,Defensive Midfield,DM,2500000.0,Hannover 96,Germany,0.0,out,summer,Premier Liga,2020,True,free loan
CSKA Moscow,Ilya Pomazun,23,Russia,Goalkeeper,GK,400000.0,Ural,Russia,0.0,out,summer,Premier Liga,2020,True,free loan
CSKA Moscow,Cédric Gogoua,26,Cote d'Ivoire,Centre-Back,CB,250000.0,Rotor Volgograd,Russia,0.0,out,summer,Premier Liga,2020,True,free loan
CSKA Moscow,Gocha Gogrichiani,20,Russia,Centre-Forward,CF,300000.0,Akron Togliatti,Russia,0.0,out,summer,Premier Liga,2020,True,free loan
CSKA Moscow,Emil Bohinen,21,Norway,Central Midfield,CM,1300000.0,Stabæk Fotball,Norway,1500000.0,in,winter,Premier Liga,2020,False,
CSKA Moscow,Salomón Rondón,31,Venezuela,Centre-Forward,CF,6500000.0,DL Pro,China,500000.0,in,winter,Premier Liga,2020,True,loan with fee
CSKA Moscow,Takuma Nishimura,24,Japan,Second Striker,SS,700000.0,Vegalta Sendai,Japan,473000.0,out,winter,Premier Liga,2020,False,
CSKA Moscow,Adolfo Gaich,21,Argentina,Centre-Forward,CF,9000000.0,Benevento,Italy,300000.0,out,winter,Premier Liga,2020,True,loan with fee
CSKA Moscow,Kristijan Bistrovic,22,Croatia,Central Midfield,CM,2500000.0,Kasimpasa,Turkey,0.0,out,winter,Premier Liga,2020,True,free loan
