club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Beerschot V.A.,Blessing Eleke,24,Nigeria,Centre-Forward,CF,2000000.0,FC Luzern,Switzerland,1500000.0,in,summer,Jupiler Pro League,2020,False,
Beerschot V.A.,Musashi Suzuki,26,Japan,Centre-Forward,CF,1100000.0,H. C. Sapporo,Japan,1500000.0,in,summer,Jupiler Pro League,2020,False,
Beerschot V.A.,Dario van den Buijs,24,Belgium,Centre-Back,CB,650000.0,Heracles Almelo,Netherlands,0.0,in,summer,Jupiler Pro League,2020,False,
Beerschot V.A.,Abdoulie Sanyang,21,The Gambia,Right Winger,RW,450000.0,Superstars,The Gambia,0.0,in,summer,Jupiler Pro League,2020,True,free loan
Beerschot V.A.,Keres Masangu,20,Belgium,Central Midfield,CM,25000.0,Roma U19,Italy,0.0,in,summer,Jupiler Pro League,2020,False,
Beerschot V.A.,Ismaila Coulibaly,19,Mali,Central Midfield,CM,100000.0,Sheff Utd,England,0.0,in,summer,Jupiler Pro League,2020,True,free loan
Beerschot V.A.,Wouter Biebauw,36,Belgium,Goalkeeper,GK,150000.0,KSV Roeselare,Belgium,0.0,in,summer,Jupiler Pro League,2020,False,
Beerschot V.A.,Jan Van den Bergh,25,Belgium,Centre-Back,CB,650000.0,KAA Gent,Belgium,,in,summer,Jupiler Pro League,2020,False,
Beerschot V.A.,Jordi Nolle,22,Belgium,Goalkeeper,GK,50000.0,Hoogstraten VV,Belgium,0.0,out,summer,Jupiler Pro League,2020,False,
Beerschot V.A.,Jarno De Smet,21,Belgium,Goalkeeper,GK,100000.0,KSK Lierse Kem.,Belgium,0.0,out,summer,Jupiler Pro League,2020,False,
Beerschot V.A.,Dylan Saint-Louis,25,Congo,Left Winger,LW,350000.0,Troyes,France,0.0,out,summer,Jupiler Pro League,2020,False,
Beerschot V.A.,Prince Ibara,24,Congo,Centre-Forward,CF,325000.0,Neftchi Baku,Azerbaijan,0.0,out,summer,Jupiler Pro League,2020,True,free loan
Beerschot V.A.,Alexander Maes,28,Belgium,Central Midfield,CM,400000.0,FC Arges,Romania,0.0,out,summer,Jupiler Pro League,2020,False,
Beerschot V.A.,Baptiste Aloé,26,France,Centre-Back,CB,350000.0,Arouca,Portugal,0.0,out,summer,Jupiler Pro League,2020,False,
Beerschot V.A.,Euloge Placca Fessou,25,Togo,Centre-Forward,CF,350000.0,KSK Lierse Kem.,Belgium,0.0,out,summer,Jupiler Pro League,2020,True,free loan
Beerschot V.A.,Jorn Vancamp,21,Belgium,Centre-Forward,CF,400000.0,FC Eindhoven,Netherlands,0.0,out,summer,Jupiler Pro League,2020,True,free loan
Beerschot V.A.,Brian De Keersmaecker,20,Belgium,Attacking Midfield,AM,200000.0,FC Eindhoven,Netherlands,0.0,out,summer,Jupiler Pro League,2020,True,free loan
Beerschot V.A.,Rubin Seigers,22,Belgium,Centre-Back,CB,350000.0,KRC Genk,Belgium,0.0,out,summer,Jupiler Pro League,2020,True,end of loan
Beerschot V.A.,Stipe Radic,20,Croatia,Centre-Back,CB,250000.0,Hajduk Split,Croatia,450000.0,in,winter,Jupiler Pro League,2020,False,
Beerschot V.A.,George Broadbent,20,England,Central Midfield,CM,250000.0,Sheff Utd U23,England,0.0,in,winter,Jupiler Pro League,2020,True,free loan
Beerschot V.A.,Zakaria Bakkali,25,Belgium,Left Winger,LW,600000.0,RSC Anderlecht,Belgium,0.0,in,winter,Jupiler Pro League,2020,True,free loan
Beerschot V.A.,Tarik Tissoudali,27,Morocco,Left Winger,LW,1800000.0,KAA Gent,Belgium,750000.0,out,winter,Jupiler Pro League,2020,False,
Beerschot V.A.,Prince Ibara,24,Congo,Centre-Forward,CF,250000.0,LB Châteauroux,France,0.0,out,winter,Jupiler Pro League,2020,True,free loan
Beerschot V.A.,Felipe Micael,19,Brazil,Centre-Forward,CF,150000.0,Al Hilal United,United Arab Emirates,0.0,out,winter,Jupiler Pro League,2020,True,free loan
Beerschot V.A.,Keres Masangu,20,Belgium,Central Midfield,CM,75000.0,HNK Sibenik,Croatia,0.0,out,winter,Jupiler Pro League,2020,True,free loan
Beerschot V.A.,Dario van den Buijs,25,Belgium,Centre-Back,CB,650000.0,Fortuna Sittard,Netherlands,0.0,out,winter,Jupiler Pro League,2020,True,free loan
Cercle Brugge ,Franck Kanouté,21,Senegal,Central Midfield,CM,700000.0,Pescara,Italy,2000000.0,in,summer,Jupiler Pro League,2020,False,
Cercle Brugge ,Leonardo da Silva Lopes,21,Portugal,Central Midfield,CM,1000000.0,Hull City,England,2000000.0,in,summer,Jupiler Pro League,2020,False,
