club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Athletic Bilbao,Raúl García,29,Spain,Centre-Forward,CF,12000000.0,Atlético Madrid,Spain,10000000.0,in,summer,Laliga,2015,False,
Athletic Bilbao,Javi Eraso,25,Spain,Attacking Midfield,AM,500000.0,CD Leganés,Spain,0.0,in,summer,Laliga,2015,False,
Athletic Bilbao,Eneko Bóveda,26,Spain,Right-Back,RB,1500000.0,SD Eibar,Spain,0.0,in,summer,Laliga,2015,False,
Athletic Bilbao,Gorka Elustondo,28,Spain,Central Midfield,CM,2000000.0,Real Sociedad,Spain,0.0,in,summer,Laliga,2015,False,
Athletic Bilbao,Andoni Iraola,33,Spain,Right-Back,RB,3000000.0,NYCFC,United States,0.0,out,summer,Laliga,2015,False,
Athletic Bilbao,Unai Albizua,26,Spain,Centre-Back,CB,300000.0,CD Leganés,Spain,0.0,out,summer,Laliga,2015,False,
Athletic Bilbao,Gaizka Toquero,30,Spain,Right Winger,RW,500000.0,Alavés,Spain,0.0,out,summer,Laliga,2015,False,
Athletic Bilbao,Iñigo Ruiz de Galarreta,22,Spain,Central Midfield,CM,500000.0,CD Numancia,Spain,0.0,out,summer,Laliga,2015,False,
Athletic Bilbao,Guillermo Fernández,22,Spain,Centre-Forward,CF,1000000.0,CD Leganés,Spain,0.0,out,summer,Laliga,2015,True,free loan
Athletic Bilbao,Iñigo Ruiz de Galarreta,22,Spain,Central Midfield,CM,800000.0,CD Leganés,Spain,0.0,out,summer,Laliga,2015,True,free loan
Athletic Bilbao,Erik Morán,24,Spain,Defensive Midfield,DM,900000.0,Real Zaragoza,Spain,0.0,out,summer,Laliga,2015,True,free loan
Athletic Bilbao,Unai Bustinza,23,Spain,Centre-Back,CB,500000.0,CD Leganés,Spain,0.0,out,summer,Laliga,2015,True,free loan
Athletic Bilbao,Kepa,20,Spain,Goalkeeper,GK,1000000.0,Real Valladolid,Spain,0.0,out,summer,Laliga,2015,True,free loan
Athletic Bilbao,Jon Aurtenetxe,23,Spain,Centre-Back,CB,1500000.0,CD Tenerife,Spain,0.0,out,summer,Laliga,2015,True,free loan
Athletic Bilbao,Kike Sola,29,Spain,Centre-Forward,CF,1500000.0,Middlesbrough,England,0.0,out,winter,Laliga,2015,True,free loan
Atlético Madrid,Jackson Martínez,28,Colombia,Centre-Forward,CF,35000000.0,FC Porto,Portugal,35000000.0,in,summer,Laliga,2015,False,
Atlético Madrid,Luciano Vietto,21,Argentina,Centre-Forward,CF,20000000.0,Villarreal,Spain,20000000.0,in,summer,Laliga,2015,False,
Atlético Madrid,Filipe Luís,29,Brazil,Left-Back,LB,15000000.0,Chelsea,England,16000000.0,in,summer,Laliga,2015,False,
Atlético Madrid,Yannick Carrasco,21,Belgium,Left Winger,LW,9000000.0,Monaco,France,15000000.0,in,summer,Laliga,2015,False,
Atlético Madrid,Stefan Savic,24,Montenegro,Centre-Back,CB,15000000.0,Fiorentina,Italy,12000000.0,in,summer,Laliga,2015,False,
Atlético Madrid,Bernard Mensah,20,Ghana,Attacking Midfield,AM,4000000.0,Vit. Guimarães,Portugal,6000000.0,in,summer,Laliga,2015,False,
Atlético Madrid,Matías Kranevitter,22,Argentina,Defensive Midfield,DM,7000000.0,River Plate,Argentina,6000000.0,in,summer,Laliga,2015,False,
Atlético Madrid,Santos Borré,19,Colombia,Centre-Forward,CF,,Deportivo Cali,Colombia,5000000.0,in,summer,Laliga,2015,False,
Atlético Madrid,Arda Turan,28,Turkey,Left Winger,LW,35000000.0,FC Barcelona,Spain,34000000.0,out,summer,Laliga,2015,False,
Atlético Madrid,Raúl Jiménez,24,Mexico,Centre-Forward,CF,5000000.0,Benfica,Portugal,22000000.0,out,summer,Laliga,2015,False,
Atlético Madrid,Mario Mandzukic,29,Croatia,Centre-Forward,CF,26000000.0,Juventus,Italy,19000000.0,out,summer,Laliga,2015,False,
Atlético Madrid,Toby Alderweireld,26,Belgium,Centre-Back,CB,15000000.0,Spurs,England,16000000.0,out,summer,Laliga,2015,False,
Atlético Madrid,Raúl García,29,Spain,Centre-Forward,CF,12000000.0,Athletic,Spain,10000000.0,out,summer,Laliga,2015,False,
Atlético Madrid,Mario Suárez,28,Spain,Defensive Midfield,DM,10000000.0,Fiorentina,Italy,5000000.0,out,summer,Laliga,2015,False,
Atlético Madrid,Miranda,30,Brazil,Centre-Back,CB,22000000.0,Inter,Italy,4000000.0,out,summer,Laliga,2015,True,loan with fee
Atlético Madrid,Emiliano Insúa,26,Argentina,Left-Back,LB,4000000.0,VfB Stuttgart,Germany,0.0,out,summer,Laliga,2015,False,
Atlético Madrid,Cristian Rodríguez,29,Uruguay,Central Midfield,CM,4000000.0,Independiente,Argentina,0.0,out,summer,Laliga,2015,False,
Atlético Madrid,André Moreira,19,Portugal,Goalkeeper,GK,350000.0,União Madeira,Portugal,0.0,out,summer,Laliga,2015,True,free loan
Atlético Madrid,Bernard Mensah,20,Ghana,Attacking Midfield,AM,4000000.0,Getafe,Spain,0.0,out,summer,Laliga,2015,True,free loan
Atlético Madrid,Javier Manquillo,21,Spain,Right-Back,RB,6000000.0,Marseille,France,0.0,out,summer,Laliga,2015,True,free loan
Atlético Madrid,Borja Bastón,22,Spain,Centre-Forward,CF,2000000.0,SD Eibar,Spain,0.0,out,summer,Laliga,2015,True,free loan
Atlético Madrid,Rubén Pérez,26,Spain,Defensive Midfield,DM,2500000.0,Granada CF,Spain,,out,summer,Laliga,2015,False,
Atlético Madrid,Héctor Hernández,19,Spain,Centre-Forward,CF,,Elche CF,Spain,0.0,out,summer,Laliga,2015,True,free loan
Atlético Madrid,Santos Borré,19,Colombia,Centre-Forward,CF,,Deportivo Cali,Colombia,0.0,out,summer,Laliga,2015,True,free loan
Atlético Madrid,Matías Kranevitter,22,Argentina,Defensive Midfield,DM,7000000.0,River Plate,Argentina,0.0,out,summer,Laliga,2015,True,free loan
Atlético Madrid,Leo Baptistão,22,Brazil,Right Winger,RW,5000000.0,Villarreal,Spain,0.0,out,summer,Laliga,2015,True,free loan
Atlético Madrid,Cristian Ansaldi,28,Argentina,Left-Back,LB,9000000.0,Zenit S-Pb,Russia,0.0,out,summer,Laliga,2015,True,end of loan
Atlético Madrid,Cani,33,Spain,Attacking Midfield,AM,1500000.0,Villarreal,Spain,0.0,out,summer,Laliga,2015,True,end of loan
